,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
0,800,0,9,Call 911. They may be ill,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 . may be ill,3,"[18.884787   -5.492978   12.729745    3.3093462   0.23933113  1.1508557
 10.497244   10.604371   -3.7401545  -1.9550066 ]",18.876122,-5.475115,12.671916,3.3384104,0.37111926,1.225294,10.484341,10.749101,-3.8079731,-1.953183,"[18.876121520996094, -5.475114822387695, 12.671916007995605, 3.3384103775024414, 0.37111926078796387, 1.2252939939498901, 10.48434066772461, 10.749100685119629, -3.8079731464385986, -1.9531830549240112]",0.2306688411962615,30.78979,12.020185,call 9-1-1 and give the person 's license plate number
1,801,1,9,I will call 911 and let them know of this driver.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : will call 911 and let know of this driver .,3,"[18.884787   -5.492978   12.729745    3.3093462   0.23933113  1.1508557
 10.497244   10.604371   -3.7401545  -1.9550066 ]",18.823647,-5.431727,12.778789,3.332741,0.3210031,1.2170247,10.424093,10.679228,-3.765542,-1.8700163,"[18.823646545410156, -5.431726932525635, 12.778788566589355, 3.3327410221099854, 0.32100310921669006, 1.2170246839523315, 10.424093246459961, 10.679227828979492, -3.7655420303344727, -1.87001633644104]",0.20078217858479547,30.51876,12.262335,call 9-1-1 and give the person 's license plate number
2,802,2,9,Call 911 and let them know.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 and let know .,3,"[18.884787   -5.492978   12.729745    3.3093462   0.23933113  1.1508557
 10.497244   10.604371   -3.7401545  -1.9550066 ]",18.826979,-5.0688934,12.751851,3.1132877,0.3325375,1.3264863,10.149548,10.524949,-3.6372712,-1.711416,"[18.82697868347168, -5.0688934326171875, 12.751851081848145, 3.1132876873016357, 0.3325375020503998, 1.326486349105835, 10.149547576904297, 10.524949073791504, -3.6372711658477783, -1.7114160060882568]",0.677327601654802,30.062565,12.529381,call 9-1-1 and give the person 's license plate number
3,803,3,9,pull to a different road,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : pull to a different road,1,"[ 8.689043    1.738617    7.3606024  -1.2544625  -0.10897565 -2.3265371
  5.9286995   1.2072383   4.7912793  -2.0541785 ]",8.87222,1.5396659,7.4361973,-1.395659,-0.44470608,-2.5741818,6.1157002,1.0591651,5.085689,-2.388553,"[8.872220039367676, 1.539665937423706, 7.436197280883789, -1.3956589698791504, -0.4447060823440552, -2.5741817951202393, 6.1157002449035645, 1.059165120124817, 5.085689067840576, -2.3885529041290283]",0.726778829734495,-0.66995865,12.706936,try stopping
4,804,4,9,Keep my distance and turn away from them as soon as possible.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Keep distance and turn away from as soon as possible .,1,"[ 8.689043    1.738617    7.3606024  -1.2544625  -0.10897565 -2.3265371
  5.9286995   1.2072383   4.7912793  -2.0541785 ]",8.50385,2.281516,7.1814995,-1.1859899,-0.08740892,-2.4151392,5.6285357,0.97227216,4.711081,-2.496937,"[8.503849983215332, 2.2815160751342773, 7.181499481201172, -1.1859898567199707, -0.08740892261266708, -2.4151391983032227, 5.628535747528076, 0.9722721576690674, 4.711081027984619, -2.4969370365142822]",0.8496422856337084,-0.38360107,13.463336,try stopping
5,805,5,9,Call 911 and stay far away from them.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 and stay far away from .,3,"[18.884787   -5.492978   12.729745    3.3093462   0.23933113  1.1508557
 10.497244   10.604371   -3.7401545  -1.9550066 ]",18.86702,-5.1133003,12.678589,3.104753,0.2875618,1.306338,10.177767,10.505078,-3.6424682,-1.7868153,"[18.867019653320312, -5.113300323486328, 12.6785888671875, 3.104753017425537, 0.2875618040561676, 1.3063379526138306, 10.177766799926758, 10.505078315734863, -3.642468214035034, -1.7868152856826782]",0.6043200426325117,30.037148,12.535733,call 9-1-1 and give the person 's license plate number
6,806,6,9,Call the police and report it.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police and report .,2,"[19.6066     1.9968624 15.541452   2.2615404  3.0040138 -1.5317914
  9.593805   4.2508936  4.517035   6.2282076]",20.008455,1.9454715,15.689017,2.4418442,2.9541636,-1.5328425,9.651916,4.3798203,4.208073,6.127734,"[20.008455276489258, 1.9454715251922607, 15.689017295837402, 2.4418442249298096, 2.9541635513305664, -1.5328425168991089, 9.651915550231934, 4.379820346832275, 4.208073139190674, 6.127734184265137]",0.5886009683908128,8.180848,35.58683,follow behind the vehicle at a safe distance and get the license number and call the police and follow the car until got there .
7,807,7,9,honk at them a lot to see if they drive better,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : honk at a lot to see if drive better,0,"[ 9.184204    1.8419738   7.4357157  -0.95472294  0.62997484  0.8007513
  6.16405     4.2526073   4.7637906   4.0595617 ]",9.3794155,2.0247552,7.501723,-1.1129452,0.5827435,1.2911894,5.894317,4.752119,4.71284,4.518408,"[9.379415512084961, 2.0247552394866943, 7.501722812652588, -1.1129451990127563, 0.5827435255050659, 1.291189432144165, 5.894317150115967, 4.752119064331055, 4.7128400802612305, 4.518407821655273]",0.9375881970669927,0.25028014,8.123345,Beep and flash lights to attempt to get the other driver 's attention
8,808,8,9,I would call 911 and report the licene plate number and car make/model.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911 and report the licene plate number and car make/model .,3,"[18.884787   -5.492978   12.729745    3.3093462   0.23933113  1.1508557
 10.497244   10.604371   -3.7401545  -1.9550066 ]",18.776728,-5.114361,12.822952,3.2280834,0.3594127,1.2712791,10.202668,10.577274,-3.6820178,-1.7618461,"[18.7767276763916, -5.114360809326172, 12.822952270507812, 3.228083372116089, 0.35941269993782043, 1.2712790966033936, 10.202668190002441, 10.577274322509766, -3.6820178031921387, -1.7618460655212402]",0.5722240546871131,30.28764,12.574018,call 9-1-1 and give the person 's license plate number
9,809,9,9,I would slow down and call the police and tell them about the driver.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : slow down and call the police and tell about the driver .,2,"[19.6066     1.9968624 15.541452   2.2615404  3.0040138 -1.5317914
  9.593805   4.2508936  4.517035   6.2282076]",19.680277,2.2061782,15.146357,2.486382,3.4178236,-1.6253612,9.52389,4.1082087,3.9775846,5.280483,"[19.68027687072754, 2.2061781883239746, 15.146356582641602, 2.486382007598877, 3.417823553085327, -1.6253612041473389, 9.523889541625977, 4.108208656311035, 3.9775846004486084, 5.280482769012451]",1.2846501347462709,7.2175355,33.782726,follow behind the vehicle at a safe distance and get the license number and call the police and follow the car until got there .
10,810,10,9,call 911.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911 .,3,"[18.884787   -5.492978   12.729745    3.3093462   0.23933113  1.1508557
 10.497244   10.604371   -3.7401545  -1.9550066 ]",18.828249,-5.5931935,12.766355,3.33939,0.13696824,1.1582285,10.59714,10.551864,-3.752475,-2.051082,"[18.828248977661133, -5.593193531036377, 12.76635456085205, 3.3393900394439697, 0.1369682401418686, 1.1582285165786743, 10.597140312194824, 10.551863670349121, -3.7524750232696533, -2.051081895828247]",0.21939379400550102,30.840338,11.959066,call 9-1-1 and give the person 's license plate number
11,811,11,9,call 9-1-1 and give them the person's license plate number,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 9-1-1 and give the person 's license plate number,3,"[18.884787   -5.492978   12.729745    3.3093462   0.23933113  1.1508557
 10.497244   10.604371   -3.7401545  -1.9550066 ]",18.901281,-5.591826,12.762286,3.3805811,0.2517534,1.12782,10.551794,10.631693,-3.7325253,-1.9938966,"[18.901281356811523, -5.59182596206665, 12.762286186218262, 3.3805811405181885, 0.25175338983535767, 1.1278200149536133, 10.551794052124023, 10.631692886352539, -3.73252534866333, -1.9938966035842896]",0.14884260711191882,30.755138,12.038897,call 9-1-1 and give the person 's license plate number
12,812,12,9,"Honk my horn, they may just be sleepy.",decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,"is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Honk horn , may just be sleepy .",0,"[ 9.184204    1.8419738   7.4357157  -0.95472294  0.62997484  0.8007513
  6.16405     4.2526073   4.7637906   4.0595617 ]",9.361786,1.8730134,7.5795016,-0.96704334,0.43789038,1.5591873,5.945688,4.7354097,4.9595766,4.297945,"[9.361785888671875, 1.8730133771896362, 7.579501628875732, -0.9670433402061462, 0.4378903806209564, 1.5591872930526733, 5.945687770843506, 4.735409736633301, 4.959576606750488, 4.297945022583008]",1.0204829746417785,0.65516907,7.915867,Beep and flash lights to attempt to get the other driver 's attention
