,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
0,1000,1,11,Call 911,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Call 911",13.426874,8.507559,8.532995,2.918757,2.9362721,9.757934,2.8822536,7.7974696,9.013632,1.4843552,"[13.426874160766602, 8.507558822631836, 8.532995223999023, 2.9187569618225098, 2.936272144317627, 9.757933616638184, 2.882253646850586, 7.797469615936279, 9.013631820678711, 1.4843552112579346]",15.816591,19.466537,0,"[13.416718   8.512815   8.57486    2.9168406  2.9385214  9.694431
  2.8876135  7.8027077  9.007839   1.4514456]",,Call 911
1,1001,2,11,"I would call the police and start a timer, after 5 minutes I would bust the window.",decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call the police and start a timer , after 5 minutes bust the window .",12.893318,8.521959,11.649173,2.024448,2.548899,9.024397,2.8734305,7.799483,9.378016,1.1868203,"[12.893318176269531, 8.52195930480957, 11.64917278289795, 2.0244479179382324, 2.548898935317993, 9.024396896362305, 2.8734304904937744, 7.799482822418213, 9.378016471862793, 1.1868202686309814]",12.513492,10.50099,1,"[12.940389   8.376002  11.898562   2.0979414  2.4307375  8.867099
  3.0367053  7.8946104  9.255199   1.1264853]",,"I would call the police and start a timer, after 5 minutes I would bust the window."
2,1002,3,11,Call the police and fire station to report animal abuse.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Call the police and fire station to report animal abuse .",14.192693,6.570588,14.065708,1.4529439,0.8593468,7.825802,4.8455544,8.584415,11.333962,2.916542,"[14.192692756652832, 6.570588111877441, 14.06570816040039, 1.4529439210891724, 0.8593468070030212, 7.825801849365234, 4.845554351806641, 8.584415435791016, 11.333962440490723, 2.9165420532226562]",13.089071,4.6747274,5,"[14.534033   6.4302664 14.396923   1.0677081  1.1177764  7.1873837
  5.4202614  8.424547  11.765689   3.2901149]",,Call the police and fire station to report animal abuse.
3,1003,4,11,give him water,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : give water",-1.6210059,15.383007,2.7899773,-0.64540493,4.67614,7.4466176,-2.1829116,5.652442,3.6292703,-4.580808,"[-1.621005892753601, 15.383007049560547, 2.7899773120880127, -0.6454049348831177, 4.676139831542969, 7.446617603302002, -2.1829116344451904, 5.65244197845459, 3.629270315170288, -4.580808162689209]",3.4331708,20.125463,2,"[-1.6369467  15.214112    2.7531443  -0.61803603  4.81581     7.4177065
 -2.232945    5.5866017   3.474937   -4.755258  ]",,give him water
4,1004,5,11,Get security from the mall and ask for their help.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Get security from the mall and ask for help .",0.6274512,14.481433,4.534336,0.13607937,4.6215754,7.5009446,-0.86527514,5.4260106,5.195623,-3.2010033,"[0.6274511814117432, 14.481432914733887, 4.534336090087891, 0.13607937097549438, 4.621575355529785, 7.5009446144104, -0.8652751445770264, 5.426010608673096, 5.19562292098999, -3.201003313064575]",7.156022,16.04787,3,"[ 1.1822414  14.299502    4.9482055   0.34763205  4.5886583   7.6209927
 -0.49198508  5.4627614   5.620043   -2.8754854 ]",,Get security from the mall and ask for their help.
5,1005,6,11,Break the glass and get it out.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Break the glass and get out .",-5.578936,32.635353,-10.084494,-13.507148,-6.426747,25.620872,-18.178522,9.243921,-3.2018554,-14.136423,"[-5.5789361000061035, 32.635353088378906, -10.084493637084961, -13.507147789001465, -6.426746845245361, 25.620872497558594, -18.17852210998535, 9.243921279907227, -3.201855421066284, -14.136423110961914]",4.8815966,20.885729,4,"[ -5.3005667  32.8291     -9.976572  -13.762588   -6.355278   25.644825
 -18.515173    9.232048   -3.3657537 -14.406233 ]",,Break the glass and get it out.
6,1006,7,11,Bust the window and rescue him.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Bust the window and rescue .",-1.2385182,15.429466,2.7552629,-1.3637133,4.382228,8.156741,-2.1535542,5.45128,3.5585759,-5.052284,"[-1.238518238067627, 15.429466247558594, 2.755262851715088, -1.363713264465332, 4.382227897644043, 8.15674114227295, -2.1535542011260986, 5.451280117034912, 3.5585758686065674, -5.052283763885498]",4.90381,20.844885,2,"[-1.4886146 15.413186   2.6370616 -1.3069338  4.30416    7.792323
 -2.4584177  5.3581176  3.2466197 -5.071572 ]",,give him water
7,1007,8,11,call the police,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call the police",14.636901,6.4471364,14.460424,1.0537714,1.1884356,7.098417,5.4698787,8.430781,11.845699,3.3769605,"[14.636900901794434, 6.447136402130127, 14.460424423217773, 1.0537713766098022, 1.1884355545043945, 7.098416805267334, 5.469878673553467, 8.430781364440918, 11.845699310302734, 3.376960515975952]",14.497474,4.5479946,5,"[14.534033   6.4302664 14.396923   1.0677081  1.1177764  7.1873837
  5.4202614  8.424547  11.765689   3.2901149]",,Call the police and fire station to report animal abuse.
8,1008,9,11,I would call 911 and explain that I am going to break the front window of this car to help the dog not die.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call 911 and explain that am going to break the front window of this car to help the dog not die .",13.001095,8.496302,11.213958,2.126111,2.6263752,9.27339,2.9351745,7.8005066,9.556558,1.364526,"[13.001094818115234, 8.496301651000977, 11.213957786560059, 2.1261110305786133, 2.626375198364258, 9.27338981628418, 2.9351744651794434, 7.800506591796875, 9.556557655334473, 1.3645260334014893]",12.478305,11.081768,1,"[12.940389   8.376002  11.898562   2.0979414  2.4307375  8.867099
  3.0367053  7.8946104  9.255199   1.1264853]",,"I would call the police and start a timer, after 5 minutes I would bust the window."
9,1009,10,11,I would call security immediately. Try and get the owner to get there soon and maybe get a locksmith there. ,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call security immediately . Try and get the owner to get there soon and maybe get a locksmith there .",0.7339482,14.424882,4.8280287,0.31800094,4.466345,7.6725655,-0.58921057,5.413799,5.5126038,-3.153783,"[0.7339481711387634, 14.424881935119629, 4.828028678894043, 0.3180009424686432, 4.466344833374023, 7.672565460205078, -0.589210569858551, 5.413798809051514, 5.512603759765625, -3.153783082962036]",7.07408,15.587652,3,"[ 1.1822414  14.299502    4.9482055   0.34763205  4.5886583   7.6209927
 -0.49198508  5.4627614   5.620043   -2.8754854 ]",,Get security from the mall and ask for their help.
