,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
0,2067,2,4,reactivate her membership,pg,1.0,74.3333333333333,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : reactivate membership",15.153061,4.7284102,7.4183397,8.568143,4.415198,10.431618,3.7842686,9.09497,0.26327673,6.225479,"[15.153060913085938, 4.728410243988037, 7.418339729309082, 8.568142890930176, 4.415197849273682, 10.431617736816406, 3.784268617630005, 9.094969749450684, 0.26327672600746155, 6.2254791259765625]",-14.259269,8.013374,0,"[15.214614   4.6678805  7.513111   8.470652   4.4691105 10.38656
  3.6865706  8.997738   0.3172655  6.2729597]",,reactivate her membership
1,2068,6,4,Pay her bill,pg,1.0,69.3333333333333,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : Pay bill",-6.2058153,8.172312,14.030612,4.7876124,2.3642793,8.386466,7.672241,2.023985,5.608859,8.028656,"[-6.205815315246582, 8.172311782836914, 14.030611991882324, 4.787612438201904, 2.364279270172119, 8.386466026306152, 7.6722412109375, 2.023984909057617, 5.608859062194824, 8.028656005859375]",9.2526655,6.9744167,1,"[-6.1088915  7.9654045 13.893084   4.6622763  2.264262   8.540366
  7.675025   2.5228472  5.514945   7.9491267]",,Pay her bill
2,2069,20,4,pay to reestablish her membership,pg,1.0,95.0,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : pay to reestablish membership",-6.109435,8.00956,13.91171,4.789907,2.2029576,8.46742,7.546543,2.3952231,5.429989,7.9219317,"[-6.109435081481934, 8.009559631347656, 13.911709785461426, 4.789906978607178, 2.2029576301574707, 8.467419624328613, 7.546543121337891, 2.3952231407165527, 5.429988861083984, 7.921931743621826]",8.801548,7.284089,1,"[-6.1088915  7.9654045 13.893084   4.6622763  2.264262   8.540366
  7.675025   2.5228472  5.514945   7.9491267]",,Pay her bill
3,2070,25,4,Renew the membership,pg,1.0,81.0,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : Renew the membership",15.1634865,4.740662,7.4981546,8.513549,4.456942,10.417741,3.6339648,9.112982,0.22363512,6.2779675,"[15.16348648071289, 4.740662097930908, 7.498154640197754, 8.513548851013184, 4.456942081451416, 10.417740821838379, 3.633964776992798, 9.112981796264648, 0.22363512217998505, 6.27796745300293]",-14.087645,7.8308125,0,"[15.214614   4.6678805  7.513111   8.470652   4.4691105 10.38656
  3.6865706  8.997738   0.3172655  6.2729597]",,reactivate her membership
4,2071,26,4,get a new membership,pg,1.0,94.0,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : get a new membership",-6.0776854,7.9140506,13.881853,4.4465218,2.3224645,8.650499,7.863013,2.7583287,5.5929837,8.025322,"[-6.077685356140137, 7.914050579071045, 13.881853103637695, 4.446521759033203, 2.3224644660949707, 8.65049934387207, 7.863012790679932, 2.758328676223755, 5.592983722686768, 8.025321960449219]",8.296795,6.8172092,1,"[-6.1088915  7.9654045 13.893084   4.6622763  2.264262   8.540366
  7.675025   2.5228472  5.514945   7.9491267]",,Pay her bill
5,2072,31,4,Renew her membership,pg,1.0,79.6666666666667,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : Renew membership",15.174068,4.642896,7.481473,8.465208,4.52409,10.351054,3.6951666,9.031693,0.315965,6.2658634,"[15.174068450927734, 4.6428961753845215, 7.481472969055176, 8.465208053588867, 4.524089813232422, 10.351054191589355, 3.69516658782959, 9.031693458557129, 0.3159649968147278, 6.265863418579102]",-14.170218,7.946588,0,"[15.214614   4.6678805  7.513111   8.470652   4.4691105 10.38656
  3.6865706  8.997738   0.3172655  6.2729597]",,reactivate her membership
6,2073,33,4,Renew her membership.,pg,1.0,100.0,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : Renew membership .",15.237297,4.569985,7.419551,8.485393,4.4733505,10.3015375,3.7865849,8.980154,0.3272941,6.2972302,"[15.237297058105469, 4.5699849128723145, 7.419550895690918, 8.485392570495605, 4.473350524902344, 10.30153751373291, 3.7865848541259766, 8.980154037475586, 0.32729411125183105, 6.297230243682861]",-14.10408,7.911119,0,"[15.214614   4.6678805  7.513111   8.470652   4.4691105 10.38656
  3.6865706  8.997738   0.3172655  6.2729597]",,reactivate her membership
7,2074,35,4,Purchase a new membership,pg,1.0,90.0,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : Purchase a new membership",-6.025513,7.880335,13.834257,4.588448,2.1859746,8.610201,7.6677885,2.7228925,5.446235,7.9374595,"[-6.025513172149658, 7.880334854125977, 13.834257125854492, 4.5884480476379395, 2.185974597930908, 8.610200881958008, 7.667788505554199, 2.7228925228118896, 5.446235179901123, 7.937459468841553]",8.356197,6.98732,1,"[-6.1088915  7.9654045 13.893084   4.6622763  2.264262   8.540366
  7.675025   2.5228472  5.514945   7.9491267]",,Pay her bill
8,2075,36,4,Renew her membership,pg,1.0,100.0,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : Renew membership",15.171494,4.716651,7.5270176,8.485974,4.4818,10.396399,3.6270235,9.03401,0.2939191,6.309016,"[15.171493530273438, 4.71665096282959, 7.527017593383789, 8.485974311828613, 4.481800079345703, 10.396398544311523, 3.627023458480835, 9.03400993347168, 0.29391908645629883, 6.309016227722168]",-14.087882,7.9911036,0,"[15.214614   4.6678805  7.513111   8.470652   4.4691105 10.38656
  3.6865706  8.997738   0.3172655  6.2729597]",,reactivate her membership
9,2076,43,4,Renew her member ship on the spot.,pg,1.0,100.0,"Liz decides to go to the gym on her lunch break to play a game of racquetball with a friend. When she gets to the gym, she realizes that her membership has expired since she last went. Since she left her phone at her desk in the office, she has no way of letting her friend know.","decides to go to the gym on lunch break to play a game of racquetball with a friend . When gets to the gym , realizes that membership has expired since last went . Since left phone at desk in the office , has no way of letting friend know . : Renew member ship on the spot .",15.216552,4.519077,7.4994555,8.399321,4.4928374,10.235728,3.7488475,8.876029,0.33898738,6.2590013,"[15.216551780700684, 4.519076824188232, 7.499455451965332, 8.399320602416992, 4.492837429046631, 10.23572826385498, 3.748847484588623, 8.876029014587402, 0.3389873802661896, 6.2590012550354]",-14.042656,7.9757466,0,"[15.214614   4.6678805  7.513111   8.470652   4.4691105 10.38656
  3.6865706  8.997738   0.3172655  6.2729597]",,reactivate her membership
