,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
0,100,1,2,Call someone to help,decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Call someone to help",-0.21131809,9.479481,7.9489436,-0.097234,9.144471,9.615938,1.0866468,8.9094,10.114869,1.1591543,"[-0.21131809055805206, 9.479480743408203, 7.948943614959717, -0.09723400324583054, 9.144471168518066, 9.615938186645508, 1.0866467952728271, 8.90939998626709, 10.114869117736816, 1.1591542959213257]",6.6702514,6.0150347,0,"[-0.3173962   9.665776    7.931309    0.04787725  9.073712    9.457645
  1.268202    8.825058   10.126231    1.1771058 ]",,Call someone to help
1,101,2,2,"I would call a towtruck to tow my car to the airport, so I can catch my flight. I will worry about my car being broken when I get home.",decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : call a towtruck to tow car to the airport , so can catch flight . will worry about car being broken when get home .",-0.94187087,12.909322,7.611779,0.54040533,7.311726,9.196892,2.2384114,8.039111,10.826058,1.1583098,"[-0.9418708682060242, 12.909321784973145, 7.61177921295166, 0.5404053330421448, 7.311726093292236, 9.196891784667969, 2.2384114265441895, 8.039111137390137, 10.826058387756348, 1.158309817314148]",2.6774766,7.7766623,1,"[-1.0011705  12.885429    7.583894    0.59099036  7.387088    9.091432
  2.149934    7.9152627  10.756488    1.2775478 ]",,"I would call a towtruck to tow my car to the airport, so I can catch my flight. I will worry about my car being broken when I get home."
2,102,3,2,Push the car out of the way and start dealing with the issue.,decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Push the car out of the way and start dealing with the issue .",-0.60919386,9.442892,7.913417,0.5855754,8.4559355,8.929442,1.5087339,8.214297,10.673121,0.81866306,"[-0.6091938614845276, 9.442892074584961, 7.913416862487793, 0.5855754017829895, 8.45593547821045, 8.929442405700684, 1.508733868598938, 8.2142972946167, 10.673121452331543, 0.8186630606651306]",4.996122,5.200605,2,"[-0.65013623  9.563336    7.933353    0.60704887  8.28307     8.841714
  1.6210084   8.117666   10.733012    0.74105424]",,Push the car out of the way and start dealing with the issue.
3,103,4,2,just continue my way there,decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : just continue way there",-0.8278005,8.345858,7.984632,1.366336,9.124061,8.475572,1.3802592,8.051583,10.927716,0.9051307,"[-0.8278005123138428, 8.345857620239258, 7.9846320152282715, 1.3663359880447388, 9.12406063079834, 8.475571632385254, 1.3802591562271118, 8.051583290100098, 10.927716255187988, 0.9051306843757629]",4.6673713,3.5670805,12,"[-0.9199059  8.359677   7.92929    1.6285267  9.144721   8.208793
  1.1435766  7.690054  10.985769   1.0567529]",,just continue my way there
4,104,5,2,Call a tow truck to take me to airport parking.,decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Call a tow truck to take to airport parking .",-1.1306645,12.947918,7.5640907,0.7164646,7.3643575,8.921544,2.23509,7.841507,10.809377,1.3809025,"[-1.1306644678115845, 12.947917938232422, 7.564090728759766, 0.7164645791053772, 7.3643574714660645, 8.921544075012207, 2.2350900173187256, 7.8415069580078125, 10.80937671661377, 1.3809025287628174]",2.5730016,7.88025,1,"[-1.0011705  12.885429    7.583894    0.59099036  7.387088    9.091432
  2.149934    7.9152627  10.756488    1.2775478 ]",,"I would call a towtruck to tow my car to the airport, so I can catch my flight. I will worry about my car being broken when I get home."
5,105,6,2,I would call a Lyft and ask my husband to call AAA for the car to have it towed home or to the mechanic's.,decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : call a Lyft and ask husband to call AAA for the car to have towed home or to the mechanic 's .",-1.013154,13.083195,7.584823,0.47608432,7.287246,9.122748,2.205664,7.923732,10.714123,1.1220591,"[-1.0131540298461914, 13.083194732666016, 7.584823131561279, 0.47608432173728943, 7.287246227264404, 9.122748374938965, 2.2056639194488525, 7.923731803894043, 10.714122772216797, 1.1220591068267822]",2.8510842,8.138126,1,"[-1.0011705  12.885429    7.583894    0.59099036  7.387088    9.091432
  2.149934    7.9152627  10.756488    1.2775478 ]",,"I would call a towtruck to tow my car to the airport, so I can catch my flight. I will worry about my car being broken when I get home."
6,106,7,2,Call an uber or Taxi.,decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Call an uber or Taxi .",-1.5591199,14.156557,8.270864,-0.38957447,6.599487,7.590546,2.9355485,7.2617583,10.48228,1.5302274,"[-1.5591199398040771, 14.156557083129883, 8.27086353302002, -0.38957446813583374, 6.599486827850342, 7.590546131134033, 2.9355485439300537, 7.261758327484131, 10.482279777526855, 1.5302274227142334]",1.6752279,10.607665,3,"[-1.3545499 14.19968    8.264445  -0.5029164  6.4511576  7.7182307
  2.978451   7.392739  10.467838   1.5418279]",,Call an uber or Taxi.
7,107,8,2,call a cab,decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : call a cab",-1.1913141,11.634276,6.736749,1.9853684,8.252229,9.233296,1.3417838,7.111624,11.116477,0.5116348,"[-1.1913141012191772, 11.634276390075684, 6.736749172210693, 1.9853683710098267, 8.252228736877441, 9.233296394348145, 1.3417837619781494, 7.111623764038086, 11.116477012634277, 0.5116348266601562]",1.4965909,6.4900703,4,"[-1.1682624  11.172044    6.7880425   2.1065965   8.397241    9.125359
  1.1898205   7.110093   11.1093645   0.46293038]",,call a cab
8,108,9,2,I would call the police to report my situation and call AAA to move my car.,decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : call the police to report situation and call AAA to move car .",-0.95479935,13.026413,7.79427,0.22125079,6.9885774,8.947242,2.2608247,7.980986,10.668108,0.43645638,"[-0.9547993540763855, 13.026412963867188, 7.794270038604736, 0.22125078737735748, 6.988577365875244, 8.94724178314209, 2.260824680328369, 7.98098611831665, 10.668107986450195, 0.4364563822746277]",3.6384828,8.9709425,-1,"[-1.0103391  13.19174     7.9084954   0.07444084  6.725402    8.826181
  2.364241    7.9347334  10.614443    0.04455745]",,I would call the police to report my situation and call AAA to move my car.
9,109,10,2,Call a tow truck and an uber and have both ready to pick up the car and me. ,decision,,,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Call a tow truck and an uber and have both ready to pick up the car and .",-1.2031267,13.809059,7.924673,-0.036742155,6.9157615,8.222281,2.698668,7.5256286,10.573346,1.5072987,"[-1.2031266689300537, 13.809059143066406, 7.924673080444336, -0.03674215450882912, 6.915761470794678, 8.222281455993652, 2.6986680030822754, 7.525628566741943, 10.573346138000488, 1.5072987079620361]",2.1931746,9.570782,3,"[-1.1951873  13.786329    7.9282103  -0.06646889  6.9082203   8.22376
  2.6879725   7.5372715  10.569783    1.4806454 ]",,Call an uber or Taxi.
