,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
0,1400,1,15,Do some math and ration food,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Do some math and ration food,10,"[-8.531301   10.86543     3.8476336   9.131586    0.22258377  1.9383234
  8.406944    3.0825627  14.074092    0.08744627]",-8.699196,10.725751,3.8709614,9.138955,0.24056546,2.411692,8.447718,3.129622,14.218663,0.11158286,"[-8.699195861816406, 10.725750923156738, 3.8709614276885986, 9.138955116271973, 0.2405654639005661, 2.411691904067993, 8.447717666625977, 3.129621982574463, 14.218663215637207, 0.11158286035060883]",0.5459479136265059,0.67610115,33.064926,ration food so everyone gets some
1,1401,2,15,I pray for a miracle to happen for all of us on the ship.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : pray for a miracle to happen for all of on the ship .,0,"[-6.4023285   7.849848    3.5642722   6.7390976   1.9453338   4.138546
  9.704406    3.956774   11.610375   -0.34182823]",-6.274472,7.6842065,3.312957,6.8096023,1.9825495,4.2335987,9.872917,4.0496197,11.513375,-0.3569452,"[-6.274472236633301, 7.684206485748291, 3.3129570484161377, 6.8096022605896, 1.9825495481491089, 4.233598709106445, 9.872917175292969, 4.049619674682617, 11.513375282287598, -0.3569451868534088]",0.41108204034901,5.8214674,29.016798,Send everyone out on lifeboats and hope for the best
2,1402,3,15,Let the crew know to start rationing food and water.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Let the crew know to start rationing food and water .,3,"[-8.116278  10.006944   3.5206816  8.697187   0.5615412  2.8581038
  8.822949   3.4610925 13.527632  -0.0852816]",-8.193373,10.149995,3.3290734,8.675731,0.45387384,2.648263,8.97585,3.4657202,13.5390835,-0.2816287,"[-8.19337272644043, 10.149994850158691, 3.329073429107666, 8.67573070526123, 0.4538738429546356, 2.6482629776000977, 8.975850105285645, 3.4657201766967773, 13.539083480834961, -0.28162869811058044]",0.42578179802867694,1.4578303,31.740269,Lay out a clear rationing plan . Advise people to stay out of the sun and not drink sea water . Try and set up a way to collect water .
3,1403,4,15,"eat less, ration, triage",decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,"is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : eat less , ration , triage",11,"[-8.589579   10.549549    3.6433759   8.879476    0.27601027  2.5304153
  8.719172    3.197389   14.064913   -0.13400587]",-8.312248,10.534041,3.9779012,8.533827,0.32468432,2.4576092,8.690768,3.2407372,13.889101,-0.12859125,"[-8.312248229980469, 10.534041404724121, 3.9779012203216553, 8.53382682800293, 0.3246843218803406, 2.457609176635742, 8.690768241882324, 3.240737199783325, 13.889101028442383, -0.12859125435352325]",0.5914623637423359,1.487342,33.163685,instruct crew to lock the food supplies somewhere secure until come up with a rationing plan
4,1404,5,15,Ration food and try to assign people tasks to keep them distracted and hopeful.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Ration food and try to assign people tasks to keep distracted and hopeful .,12,"[-7.780183    9.711101    3.399273    8.4827795   0.72447157  2.9582057
  9.013457    3.6096368  13.1326065  -0.1738042 ]",-7.857657,9.637507,3.5898364,8.464822,0.7370624,3.1481373,8.904804,3.5334396,13.275918,-0.04748127,"[-7.857656955718994, 9.637507438659668, 3.589836359024048, 8.464821815490723, 0.737062394618988, 3.148137331008911, 8.904804229736328, 3.5334396362304688, 13.275918006896973, -0.047481268644332886]",0.37201452648428346,2.6443896,31.621967,Make sure that ration the food and water to the bare minimum and keep everyone calm by reassuring that everything will be ok .
5,1405,6,15,I would conserve food but make sure there was ample water.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : conserve food but make sure there was ample water .,8,"[-8.096274   10.690945    3.9600556   8.669282    0.442055    2.5022628
  8.4870405   3.394547   13.545057    0.30989045]",-8.066565,10.526003,3.8290348,8.75839,0.49390444,2.4362216,8.639758,3.3656745,13.520671,0.13533534,"[-8.066564559936523, 10.526002883911133, 3.8290348052978516, 8.758390426635742, 0.4939044415950775, 2.4362215995788574, 8.639758110046387, 3.3656744956970215, 13.520670890808105, 0.13533534109592438]",0.3398021587444818,1.6541214,32.32947,keep food locked up so no one can steal
6,1406,7,15,Set off flares.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Set off flares .,14,"[-6.430342    7.600568    3.1042182   7.0657663   1.8160425   4.4704905
  9.717833    4.132657   11.596526   -0.24957357]",-6.5939035,7.710011,2.873719,7.0230417,1.6573815,4.2488375,9.967956,4.0636983,11.490896,-0.49835902,"[-6.593903541564941, 7.710011005401611, 2.8737189769744873, 7.023041725158691, 1.657381534576416, 4.248837471008301, 9.967955589294434, 4.0636982917785645, 11.490896224975586, -0.4983590245246887]",0.5552994766075898,5.677014,28.845448,check where is help
7,1407,8,15,"I would count the food supply, secure it, and come up with a ration plan before telling everyone.",decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,"is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : count the food supply , secure , and come up with a ration plan before telling everyone .",11,"[-8.589579   10.549549    3.6433759   8.879476    0.27601027  2.5304153
  8.719172    3.197389   14.064913   -0.13400587]",-8.670301,10.640152,3.7617095,9.215569,0.25132498,2.4740477,8.537854,3.1732247,14.171088,0.066843346,"[-8.67030143737793, 10.640151977539062, 3.761709451675415, 9.215568542480469, 0.25132498145103455, 2.4740476608276367, 8.537854194641113, 3.173224687576294, 14.171088218688965, 0.06684334576129913]",0.48015262675610665,0.685818,32.81154,instruct crew to lock the food supplies somewhere secure until come up with a rationing plan
8,1408,9,15,I would ration supplies and explain the situation to the crew and passangers.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : ration supplies and explain the situation to the crew and passangers .,3,"[-8.116278  10.006944   3.5206816  8.697187   0.5615412  2.8581038
  8.822949   3.4610925 13.527632  -0.0852816]",-7.99699,9.79905,3.3615146,8.748271,0.6543142,2.9251332,8.897639,3.5325894,13.363936,-0.11511707,"[-7.996990203857422, 9.799050331115723, 3.3615145683288574, 8.748270988464355, 0.6543142199516296, 2.925133228302002, 8.897639274597168, 3.5325894355773926, 13.363936424255371, -0.11511707305908203]",0.3699585577890548,1.908712,31.407385,Lay out a clear rationing plan . Advise people to stay out of the sun and not drink sea water . Try and set up a way to collect water .
9,1409,10,15,Make sure that we ration the food and water to the bare minimum and keep everyone calm by reassuring them that everything will be ok.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Make sure that ration the food and water to the bare minimum and keep everyone calm by reassuring that everything will be ok .,12,"[-7.780183    9.711101    3.399273    8.4827795   0.72447157  2.9582057
  9.013457    3.6096368  13.1326065  -0.1738042 ]",-7.751341,9.702025,3.3731315,8.482675,0.70214677,2.905175,9.04305,3.628277,13.093206,-0.20036931,"[-7.751340866088867, 9.702025413513184, 3.373131513595581, 8.482674598693848, 0.7021467685699463, 2.905174970626831, 9.043049812316895, 3.628277063369751, 13.093206405639648, -0.20036931335926056]",0.09159425446384986,2.426985,31.25132,Make sure that ration the food and water to the bare minimum and keep everyone calm by reassuring that everything will be ok .
