,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
0,1600,1,17,Leave the store and lock it.,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : Leave the store and lock .",5.2600756,8.791287,-0.87507206,10.21048,12.128321,2.97193,3.6079044,10.5709,6.6726737,0.37217727,"[5.260075569152832, 8.791287422180176, -0.8750720620155334, 10.210479736328125, 12.128320693969727, 2.9719300270080566, 3.6079044342041016, 10.570899963378906, 6.67267370223999, 0.37217727303504944]",-2.924951,18.254599,0,"[ 5.344859    8.802859   -0.46663573 10.136906   11.99905     2.94553
  3.5724072  10.394717    6.7493      0.19099855]",0.517649598171363,close the shop and lock it
1,1601,2,17,I would call where my appointment is and let them know I could be late because my boss is running late.,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : call where appointment is and let know be late because boss is running late .",4.872151,8.710953,-1.0218202,10.387055,11.45935,3.2205374,3.0656204,9.457411,5.689975,2.4938366,"[4.872150897979736, 8.710952758789062, -1.0218201875686646, 10.387055397033691, 11.459349632263184, 3.2205374240875244, 3.0656204223632812, 9.45741081237793, 5.689974784851074, 2.4938366413116455]",0.6610708,17.323635,2,"[ 5.2678814  8.87551   -1.429326  10.310933  11.7283945  2.5066626
  2.779533   9.738153   6.0794787  2.2026396]",1.1552970940519787,risk the chance of being  late
2,1602,3,17,Lock the store and leave a note....the boss obviously knows that I have the appointment.,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : Lock the store and leave a note .... the boss obviously knows that have the appointment .",5.3149195,8.76764,-0.19348401,10.1543455,11.90598,3.3166335,3.6889546,10.125475,6.559358,0.22864419,"[5.314919471740723, 8.767640113830566, -0.19348400831222534, 10.154345512390137, 11.905980110168457, 3.316633462905884, 3.6889545917510986, 10.12547492980957, 6.5593581199646, 0.22864419221878052]",-3.5332098,17.71274,0,"[ 5.344859    8.802859   -0.46663573 10.136906   11.99905     2.94553
  3.5724072  10.394717    6.7493      0.19099855]",0.5890691387731659,close the shop and lock it
3,1603,4,17,go to court,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : go to court",4.945052,8.52338,-1.6009343,10.522362,11.822375,2.3114436,3.039677,10.187356,6.162763,2.1555576,"[4.945052146911621, 8.523380279541016, -1.6009342670440674, 10.522361755371094, 11.822375297546387, 2.311443567276001, 3.0396769046783447, 10.187355995178223, 6.1627631187438965, 2.155557632446289]",-0.5243385,17.991793,2,"[ 5.2678814  8.87551   -1.429326  10.310933  11.7283945  2.5066626
  2.779533   9.738153   6.0794787  2.2026396]",0.7924136170302245,risk the chance of being  late
4,1604,5,17,Call my other coworkers to see if somebody can help me close the store until the manager answers.,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : Call other coworkers to see if somebody can help close the store until the manager answers .",4.642658,8.97047,-0.5307697,10.5706215,10.989042,4.379516,2.9161649,8.590941,5.1218314,3.1981308,"[4.642658233642578, 8.970470428466797, -0.5307697057723999, 10.570621490478516, 10.989042282104492, 4.379516124725342, 2.9161648750305176, 8.590941429138184, 5.12183141708374, 3.1981308460235596]",2.3454854,16.076727,1,"[ 5.0224934  9.066683  -0.7275898 10.318977  11.117561   3.9734254
  2.755882   8.517027   5.2083187  3.3729794]",0.7114965330685449,Blame the boss
5,1605,6,17,Call my co-workers and ask them to come in for a bit.,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : Call co-workers and ask to come in for a bit .",4.704088,9.014387,-0.593513,10.57169,11.024153,4.342991,2.8329904,8.56788,5.1631985,3.2965958,"[4.70408821105957, 9.014387130737305, -0.593513011932373, 10.57168960571289, 11.024152755737305, 4.342990875244141, 2.8329904079437256, 8.567879676818848, 5.163198471069336, 3.296595811843872]",2.3346643,16.271364,1,"[ 5.0224934  9.066683  -0.7275898 10.318977  11.117561   3.9734254
  2.755882   8.517027   5.2083187  3.3729794]",0.5896291638400268,Blame the boss
6,1606,7,17,Try to call another coworker but if they do not answer then I would close the shop and come back after my court appointment and reopen.,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : Try to call another coworker but if do not answer then close the shop and come back after court appointment and reopen .",4.5107136,8.87789,-0.5788172,10.656288,11.082743,4.3422484,2.9057624,8.689148,5.2743373,3.2822106,"[4.510713577270508, 8.877889633178711, -0.5788171887397766, 10.656288146972656, 11.082742691040039, 4.342248439788818, 2.9057624340057373, 8.68914794921875, 5.274337291717529, 3.2822105884552]",2.0899806,16.047764,1,"[ 5.0224934  9.066683  -0.7275898 10.318977  11.117561   3.9734254
  2.755882   8.517027   5.2083187  3.3729794]",0.7971218691031787,Blame the boss
7,1607,8,17,I would lock the store and leave to my appointment,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : lock the store and leave to appointment",5.1917534,8.79326,-0.9340377,10.215525,12.01575,2.914356,3.4826093,10.466923,6.5351405,0.79394525,"[5.191753387451172, 8.793259620666504, -0.9340376853942871, 10.215524673461914, 12.01574993133545, 2.914355993270874, 3.482609272003174, 10.466922760009766, 6.535140514373779, 0.7939452528953552]",-2.361662,18.27709,0,"[ 5.344859    8.802859   -0.46663573 10.136906   11.99905     2.94553
  3.5724072  10.394717    6.7493      0.19099855]",0.8198268565523305,close the shop and lock it
8,1608,9,17,I would lock the store and leave a note for my boss.,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : lock the store and leave a note for boss .",5.3576846,8.844762,-0.3008801,10.160265,11.96393,3.3398561,3.6960874,10.189169,6.564394,0.29064095,"[5.35768461227417, 8.844761848449707, -0.30088010430336, 10.16026496887207, 11.963930130004883, 3.3398561477661133, 3.69608736038208, 10.189168930053711, 6.564393997192383, 0.2906409502029419]",-3.3417425,17.794518,0,"[ 5.344859    8.802859   -0.46663573 10.136906   11.99905     2.94553
  3.5724072  10.394717    6.7493      0.19099855]",0.5369666504759687,close the shop and lock it
9,1609,10,17,Go to court and lock the store. My life is more important for that day. ,decision,,,"Jeff works the night shift at a 24/7 convenience store. Every day at 7am the owner of the store, Jeff's boss, takes over for the morning shift. Today, Jeff has an important court appointment at 8am but his boss hasn't shown up yet and isn't returning his calls.","works the night shift at a 24/7 convenience store . Every day at 7am the owner of the store , 's boss , takes over for the morning shift . Today , has an important court appointment at 8am but boss has n't shown up yet and is n't returning calls . : Go to court and lock the store . life is more important for that day .",5.35039,8.871333,-0.9863199,10.071127,11.952704,2.750943,3.1778963,10.22474,6.46633,1.0445014,"[5.3503899574279785, 8.871333122253418, -0.986319899559021, 10.071126937866211, 11.952704429626465, 2.7509429454803467, 3.17789626121521, 10.224740028381348, 6.466330051422119, 1.0445014238357544]",-1.8146406,17.786049,8,"[ 4.9777975  8.626166  -0.9300631 10.281255  11.742802   2.844242
  3.2500625 10.092597   6.249448   1.4312799]",0.7199441238675063,Close the store and go to my appointment.
