,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
0,200,1,3,Call the other manager,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : Call the other manager",17,"[-4.698863   8.202007  12.332907  -2.6551468  1.6554173 -2.4969592
  3.553767  -8.662856   8.19008   -2.5300632]",-5.114075,8.314509,12.322973,-2.8607516,1.567726,-2.621038,3.5612674,-8.697399,8.180287,-2.4996657,"[-5.114075183868408, 8.314509391784668, 12.322973251342773, -2.8607516288757324, 1.5677260160446167, -2.6210379600524902, 3.561267375946045, -8.697399139404297, 8.18028736114502, -2.4996657371520996]",0.5027768205056868,-5.651896,-0.22555776,Ask the staff if know what happened
1,201,2,3,I will count down all registers and check in the cracks to make sure I didn't miss anything. If I didn't I would watch the camera.,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : will count down all registers and check in the cracks to make sure did n't miss anything . If did n't watch the camera .",4,"[-3.5167036  7.925898  12.990594  -2.5824428  2.9605904 -2.8270745
  2.6696575 -9.166129   8.231578  -2.7365966]",-3.3951368,7.8885417,13.019062,-2.5936472,3.059157,-2.867847,2.52135,-9.190782,8.3178425,-2.6828887,"[-3.395136833190918, 7.8885416984558105, 13.019062042236328, -2.5936472415924072, 3.059156894683838, -2.867846965789795, 2.5213499069213867, -9.190781593322754, 8.317842483520508, -2.6828887462615967]",0.2478239284902578,-5.7023187,2.95576,Watch the cameras to see if was theft .
2,202,3,3,Put my money in the register.,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : Put money in the register .",16,"[-4.084713   8.615034  12.316409  -3.754077   1.8840379 -2.2365763
  2.4001336 -7.7595196  9.83229   -2.2900023]",-3.9205348,8.6764555,12.575842,-3.8059835,1.903817,-2.3284914,2.3362772,-7.813732,9.879919,-2.0710244,"[-3.92053484916687, 8.6764554977417, 12.575841903686523, -3.805983543395996, 1.903817057609558, -2.328491449356079, 2.3362772464752197, -7.813732147216797, 9.879919052124023, -2.0710244178771973]",0.40841504539011164,-3.501449,1.8606763,Put in own money to balance .
3,203,4,3,pay the difference,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : pay the difference",1,"[-4.1479716  8.293885  11.895332  -3.0450256  1.6029936 -1.6707616
  2.86577   -7.8272457  9.3283    -2.3907328]",-4.060567,8.349881,11.813139,-3.1967428,1.5118569,-1.5784916,2.7776833,-7.611486,9.606334,-2.34195,"[-4.0605669021606445, 8.349881172180176, 11.813138961791992, -3.1967427730560303, 1.5118569135665894, -1.5784915685653687, 2.7776832580566406, -7.611485958099365, 9.60633373260498, -2.341949939727783]",0.4374499508804502,-2.9482026,0.34293845,Pay the money
4,204,5,3,Use my own money to balance the til.,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : Use own money to balance the til .",16,"[-4.084713   8.615034  12.316409  -3.754077   1.8840379 -2.2365763
  2.4001336 -7.7595196  9.83229   -2.2900023]",-4.1251216,8.594584,12.216164,-3.871883,1.6978468,-2.14871,2.4434466,-7.6579485,9.95544,-2.2873588,"[-4.125121593475342, 8.594584465026855, 12.216163635253906, -3.871882915496826, 1.69784677028656, -2.148710012435913, 2.443446636199951, -7.6579484939575195, 9.955439567565918, -2.2873587608337402]",0.3094052878156146,-3.2341897,1.368061,Put in own money to balance .
5,205,6,3,I would put money in and question anyone else that was around.,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : put money in and question anyone else that was around .",12,"[-3.9221458  8.276779  12.620567  -2.6412182  2.7046382 -2.4478226
  2.62434   -8.626795   8.602688  -2.5867107]",-3.8201392,8.380917,12.8888,-2.9397252,2.7481298,-2.6402252,2.4057949,-8.64982,8.794221,-2.4292755,"[-3.820139169692993, 8.380916595458984, 12.888799667358398, -2.939725160598755, 2.7481298446655273, -2.6402251720428467, 2.405794858932495, -8.649820327758789, 8.794220924377441, -2.4292755126953125]",0.575307037413937,-5.184201,2.154355,can tell stuff and ask who knows what happened .
6,206,7,3,Use money from my own pocket,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : Use money from own pocket",8,"[-3.5147758  8.678062  12.572361  -3.6645708  1.9600785 -1.9496562
  2.0807817 -7.6467814 10.138303  -1.9334012]",-3.6365452,8.638716,12.149835,-3.6703022,1.8029794,-1.6005684,2.1207347,-7.3720145,10.260893,-2.0687444,"[-3.636545181274414, 8.638715744018555, 12.149834632873535, -3.670302152633667, 1.8029793500900269, -1.600568413734436, 2.120734691619873, -7.37201452255249, 10.260892868041992, -2.068744421005249]",0.6722492009943358,-2.5312724,1.824055,put money in from wallet
7,207,8,3,I would try to solve how the money is missing. Also I would recount the drawer,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : try to solve how the money is missing . Also recount the drawer",18,"[-4.6328373  8.126794  11.969846  -3.3020515  1.3555821 -2.2004812
  3.2495997 -8.223893   8.935377  -2.6232738]",-4.42802,8.023309,12.084735,-3.4193585,1.1757756,-2.2963984,3.372909,-8.210701,9.037659,-2.5499656,"[-4.428020000457764, 8.023308753967285, 12.084734916687012, -3.419358491897583, 1.1757756471633911, -2.296398401260376, 3.3729090690612793, -8.210700988769531, 9.03765869140625, -2.5499656200408936]",0.3903396723075164,-4.255152,-0.5463643,Check to see if the missing money is in the form of a check
8,208,9,3,Report the situation to my manager.,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : Report the situation to manager .",0,"[-4.828034   8.431419  12.53307   -3.357094   1.9257516 -3.0663323
  3.1469688 -8.614317   8.603115  -2.6108687]",-5.0948462,8.351666,12.466104,-3.3111894,1.6261111,-3.113094,3.473137,-8.752095,8.353882,-2.6784294,"[-5.094846248626709, 8.351666450500488, 12.466103553771973, -3.3111894130706787, 1.6261111497879028, -3.1130940914154053, 3.4731369018554688, -8.752095222473145, 8.3538818359375, -2.678429365158081]",0.6067637006063425,-5.322503,-0.4764443,go through again to see if can find the issue . Then ask the employees if have any idea .
9,209,10,3,I would explain what happened and take the job loss.,decision,,,"Brian is the evening manager at a bakery. Near the end of the day, he realizes that $50.75 is missing from the register and that he is responsible for accounting for the money at the end of the day. Brian knows he has to make sure the register is balanced or he might lose his job.","is the evening manager at a bakery . Near the end of the day , realizes that $ 50.75 is missing from the register and that is responsible for accounting for the money at the end of the day . knows has to make sure the register is balanced or might lose job . : explain what happened and take the job loss .",9,"[-5.324414   8.018791  12.102925  -2.958436   1.1262046 -2.6767356
  3.9593544 -8.869428   7.9658265 -2.8344114]",-5.394024,7.9407887,12.063009,-3.0580187,0.90166,-2.6921072,4.0870457,-8.865512,7.9923887,-2.8572369,"[-5.394023895263672, 7.940788745880127, 12.063009262084961, -3.058018684387207, 0.9016600251197815, -2.6921072006225586, 4.087045669555664, -8.865511894226074, 7.992388725280762, -2.857236862182617]",0.3010705111974621,-5.4370522,-1.6943507,report the 50 missing to the manager
