,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
0,1000,0,11,Call 911,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Call 911",3,"[11.463747    6.303109    9.384797    0.18913603  6.486593    7.190693
  3.4078867   9.984991    5.3080277   4.068968  ]",11.482771,6.3218493,9.314765,0.2223467,6.4474244,7.167639,3.3645096,9.931333,5.283474,4.0620503,"[11.482770919799805, 6.321849346160889, 9.314764976501465, 0.222346693277359, 6.447424411773682, 7.167638778686523, 3.3645095825195312, 9.9313325881958, 5.283473968505859, 4.0620503425598145]",0.1191543212857656,14.043503,5.7434983,Call 911 .
1,1001,1,11,"I would call the police and start a timer, after 5 minutes I would bust the window.",decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call the police and start a timer , after 5 minutes bust the window .",5,"[15.070259   3.6079445 11.666592  -2.930105   7.1799097  8.851915
  6.6509132  9.005723   4.529993   7.274381 ]",14.72148,3.9501524,11.510581,-2.7831905,7.0716214,8.780652,6.5302377,9.210698,4.639642,7.06061,"[14.721480369567871, 3.9501523971557617, 11.510581016540527, -2.7831904888153076, 7.071621417999268, 8.780652046203613, 6.530237674713135, 9.210698127746582, 4.639641761779785, 7.060609817504883]",0.6448094805174205,18.417072,11.902472,Call the police .
2,1002,2,11,Call the police and fire station to report animal abuse.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Call the police and fire station to report animal abuse .",2,"[17.835043    0.67922306 14.098345   -2.2845416   7.822514   10.779007
  5.6817474   8.95033     5.255396    7.642187  ]",17.39063,0.5601494,13.683221,-2.644202,8.266256,10.351889,6.040995,8.674172,5.2308474,7.888659,"[17.3906307220459, 0.5601493716239929, 13.683220863342285, -2.6442019939422607, 8.266256332397461, 10.351888656616211, 6.040995121002197, 8.674172401428223, 5.230847358703613, 7.8886590003967285]",1.0767424576069125,27.739508,16.668007,call the police/fired dept
3,1003,3,11,give him water,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : give water",12,"[-8.0939507e-01  1.5554926e+01  7.9866195e+00 -4.2078710e+00
  1.2373132e+01  1.4506048e+01 -8.6615443e-01  1.7608232e+00
  4.9617786e+00 -2.3469925e-03]",-0.73353535,15.400271,8.134159,-4.4309397,12.626256,14.523977,-0.68337685,1.840054,4.9670014,-0.0141117545,"[-0.7335353493690491, 15.40027141571045, 8.134159088134766, -4.430939674377441, 12.626255989074707, 14.523977279663086, -0.6833768486976624, 1.8400540351867676, 4.967001438140869, -0.014111754484474659]",0.4532598410019116,-4.388596,14.387807,pay
4,1004,4,11,Get security from the mall and ask for their help.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Get security from the mall and ask for help .",7,"[ 2.0466309  13.898421    8.255016   -3.7827947  10.45137    12.990506
  0.46843374  3.7584248   4.772432    1.0747936 ]",1.5260534,14.19575,8.229488,-3.8040519,10.845125,13.241045,0.29995948,3.3828819,4.768578,0.92405665,"[1.5260534286499023, 14.19575023651123, 8.229488372802734, -3.8040518760681152, 10.845125198364258, 13.241044998168945, 0.2999594807624817, 3.3828818798065186, 4.768578052520752, 0.9240566492080688]",0.8777665306564733,-0.16313244,12.509591,Call Mall Security to help the dog .
5,1005,5,11,Break the glass and get it out.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Break the glass and get out .",10,"[-7.5761633 30.09503    7.2111187 -3.3237119 32.44631   26.792015
  1.1973431 -5.7273073 17.302868  -6.887684 ]",-7.2323055,29.796347,7.3205743,-3.3275983,32.359196,26.800613,1.2990415,-5.436616,17.109377,-6.767193,"[-7.232305526733398, 29.79634666442871, 7.3205742835998535, -3.3275983333587646, 32.359195709228516, 26.800613403320312, 1.299041509628296, -5.436615943908691, 17.109376907348633, -6.767192840576172]",0.6114808424415926,-4.011442,15.965402,break the glass and rescue the dog .
6,1006,6,11,Bust the window and rescue him.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Bust the window and rescue .",14,"[-0.3449056  15.739406    8.055784   -3.9040878  13.363847   14.811946
 -0.51018405  1.6764398   4.99047    -0.24839765]",-0.27211735,15.51446,8.373213,-4.1544733,13.3411455,14.373998,-0.332281,2.036688,5.092366,-0.17521164,"[-0.27211734652519226, 15.514459609985352, 8.373212814331055, -4.154473304748535, 13.341145515441895, 14.373997688293457, -0.3322809934616089, 2.0366880893707275, 5.0923662185668945, -0.17521163821220398]",0.7673552375540708,-3.7522855,15.629353,pick the door 's lock and open the car .
7,1007,7,11,call the police,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call the police",2,"[17.835043    0.67922306 14.098345   -2.2845416   7.822514   10.779007
  5.6817474   8.95033     5.255396    7.642187  ]",17.873207,0.68608433,14.203024,-2.185117,7.6851525,10.844352,5.622857,8.955675,5.2419252,7.6102595,"[17.873207092285156, 0.6860843300819397, 14.203023910522461, -2.18511700630188, 7.685152530670166, 10.844351768493652, 5.622857093811035, 8.95567512512207, 5.241925239562988, 7.610259532928467]",0.22401373353283596,30.595207,17.925058,call the police/fired dept
8,1008,8,11,I would call 911 and explain that I am going to break the front window of this car to help the dog not die.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call 911 and explain that am going to break the front window of this car to help the dog not die .",13,"[14.465146   4.04333   11.403722  -2.638965   6.9999213  8.784876
  6.2728467  9.518651   5.1856127  7.0248866]",14.479831,4.1260023,11.4092455,-2.5844486,6.951023,8.750683,6.344496,9.454631,4.779844,6.855442,"[14.479830741882324, 4.126002311706543, 11.409245491027832, -2.5844485759735107, 6.951023101806641, 8.750682830810547, 6.34449577331543, 9.454630851745605, 4.779843807220459, 6.855442047119141]",0.46497856414887234,18.227783,11.521587,"absolutely stand there and call the police . 'd stay there until someone arrived to help . If the situation got too dire , break the window ."
9,1009,9,11,I would call security immediately. Try and get the owner to get there soon and maybe get a locksmith there. ,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call security immediately . Try and get the owner to get there soon and maybe get a locksmith there .",7,"[ 2.0466309  13.898421    8.255016   -3.7827947  10.45137    12.990506
  0.46843374  3.7584248   4.772432    1.0747936 ]",1.8478575,13.792016,8.110128,-3.7538562,10.785623,13.179791,0.3531788,3.5662222,4.8912363,0.844207,"[1.8478574752807617, 13.79201602935791, 8.110128402709961, -3.7538561820983887, 10.785622596740723, 13.179791450500488, 0.35317879915237427, 3.5662221908569336, 4.891236305236816, 0.8442069888114929]",0.5811425321988649,0.15262565,12.937214,Call Mall Security to help the dog .
10,1010,10,11,call mall security.,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call mall security .",7,"[ 2.0466309  13.898421    8.255016   -3.7827947  10.45137    12.990506
  0.46843374  3.7584248   4.772432    1.0747936 ]",2.1088502,13.890189,8.196044,-3.825944,10.288719,12.910432,0.5015773,3.9170034,4.7476397,1.1005011,"[2.1088502407073975, 13.890189170837402, 8.196043968200684, -3.825943946838379, 10.288719177246094, 12.910431861877441, 0.5015773177146912, 3.9170033931732178, 4.7476396560668945, 1.1005010604858398]",0.26394523186878033,0.83289367,12.210307,Call Mall Security to help the dog .
11,1011,11,11,call 9-1-1 immediately,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call 9-1-1 immediately",3,"[11.463747    6.303109    9.384797    0.18913603  6.486593    7.190693
  3.4078867   9.984991    5.3080277   4.068968  ]",11.384214,6.38441,9.418715,0.21759395,6.5422573,7.1997595,3.407863,10.0367775,5.3197365,4.0623016,"[11.384214401245117, 6.3844099044799805, 9.41871452331543, 0.2175939530134201, 6.542257308959961, 7.199759483337402, 3.407862901687622, 10.03677749633789, 5.319736480712891, 4.0623016357421875]",0.14470523002380362,13.958475,5.71074,Call 911 .
12,1012,12,11,Call Mall Security to help the dog. ,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Call Mall Security to help the dog .",7,"[ 2.0466309  13.898421    8.255016   -3.7827947  10.45137    12.990506
  0.46843374  3.7584248   4.772432    1.0747936 ]",2.0165477,13.9271555,8.156005,-3.777039,10.416814,12.967006,0.55490285,3.8421593,4.7824855,1.1667342,"[2.016547679901123, 13.927155494689941, 8.156004905700684, -3.777039051055908, 10.416813850402832, 12.967005729675293, 0.5549028515815735, 3.8421592712402344, 4.782485485076904, 1.166734218597412]",0.19067246695091855,0.801695,12.149985,Call Mall Security to help the dog .
13,1013,13,11,call the police,decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : call the police",2,"[17.835043    0.67922306 14.098345   -2.2845416   7.822514   10.779007
  5.6817474   8.95033     5.255396    7.642187  ]",17.964788,0.6631067,14.1956215,-2.2033231,7.7158117,10.775769,5.677427,9.016053,5.3212295,7.59522,"[17.96478843688965, 0.6631066799163818, 14.195621490478516, -2.2033231258392334, 7.715811729431152, 10.775769233703613, 5.677426815032959, 9.016053199768066, 5.321229457855225, 7.59522008895874]",0.23542916053257942,30.638222,17.90061,call the police/fired dept
14,1014,14,11,"Call the police and stay by the car. If the dog's condition worsens before the police arrive, break the window",decision,,,"Erica is leaving the mall on a hot summer day. In the parking lot, she notices a dog in the back of a car without any of its windows open. The dog is panting heavily and looks tired.","is leaving the mall on a hot summer day . In the parking lot , notices a dog in the back of a car without any of windows open . The dog is panting heavily and looks tired . : Call the police and stay by the car . If the dog 's condition worsens before the police arrive , break the window",5,"[15.070259   3.6079445 11.666592  -2.930105   7.1799097  8.851915
  6.6509132  9.005723   4.529993   7.274381 ]",14.83234,3.8070157,11.517708,-2.8836863,7.083319,8.726629,6.5613785,9.114102,4.720332,7.245392,"[14.832340240478516, 3.8070156574249268, 11.517707824707031, -2.8836863040924072, 7.083319187164307, 8.726629257202148, 6.561378479003906, 9.114102363586426, 4.720332145690918, 7.245391845703125]",0.4499044788459778,18.559307,12.080826,Call the police .
