,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
0,0,1,1,look for coupon,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : look for coupon",9.002322,6.985797,9.187045,5.4439073,6.2568703,12.103957,8.404373,1.7895864,4.784386,1.8856686,"[9.00232219696045, 6.985796928405762, 9.187045097351074, 5.443907260894775, 6.256870269775391, 12.103957176208496, 8.404373168945312, 1.7895864248275757, 4.784386157989502, 1.8856686353683472]",-4.0411077,-1.5875021,9,"[ 8.651497   6.98559    8.984396   5.329976   6.101364  12.283557
  8.318914   2.0038674  5.044084   1.8624752]",0.5956207896079437,friends
1,1,2,1,I ask my friends for help with this medication.,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : ask friends for help with this medication .",8.818163,7.243159,9.181981,5.5148764,5.5951023,12.189156,7.900094,1.9980898,4.915584,0.9634232,"[8.81816291809082, 7.24315881729126, 9.181981086730957, 5.514876365661621, 5.595102310180664, 12.189155578613281, 7.900094032287598, 1.9980897903442383, 4.915584087371826, 0.9634231925010681]",-4.762282,-2.502568,15,"[ 8.734261    7.3873816   9.077727    5.4726124   5.791489   12.380013
  7.815018    2.034739    4.8205185   0.90634686]",0.36927720248528567,Publicly request help on social media.
2,2,3,1,Get a side hustle to make some more money.,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : Get a side hustle to make some more money .",9.350689,6.6376925,8.418276,5.5304375,6.618144,11.391017,7.6382666,3.418821,4.6226907,2.4355824,"[9.350688934326172, 6.637692451477051, 8.418275833129883, 5.530437469482422, 6.6181440353393555, 11.391016960144043, 7.638266563415527, 3.418821096420288, 4.622690677642822, 2.435582399368286]",-1.3469945,-1.7628752,5,"[ 9.264724   6.725837   8.5662155  5.444236   6.537753  11.527311
  7.6962624  3.262053   4.7564983  2.3563745]",0.34875975667772385,get another job
3,3,4,1,buy it for them,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : buy for",8.609647,6.848105,8.895422,5.3385854,6.1783338,12.223077,8.426015,2.0326371,5.1703134,2.1366692,"[8.609646797180176, 6.848104953765869, 8.895421981811523, 5.338585376739502, 6.178333759307861, 12.223076820373535, 8.42601490020752, 2.032637119293213, 5.170313358306885, 2.136669158935547]",-3.3641756,-1.7028503,9,"[ 8.651497   6.98559    8.984396   5.329976   6.101364  12.283557
  8.318914   2.0038674  5.044084   1.8624752]",0.37635172120761007,friends
4,4,5,1,Ask friends and family for help while working more or looking for a better paying job.,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : Ask friends and family for help while working more or looking for a better paying job .",9.086963,7.1646585,9.205415,5.6789603,5.854716,11.925051,7.6027927,2.395638,4.774639,1.3375666,"[9.086962699890137, 7.164658546447754, 9.205414772033691, 5.67896032333374, 5.854715824127197, 11.925050735473633, 7.602792739868164, 2.3956379890441895, 4.774639129638672, 1.337566614151001]",-5.267663,-1.830506,12,"[ 9.230551   7.236955   9.215322   5.609564   5.9793134 12.0519705
  7.517647   2.597712   4.682352   1.3813772]",0.347723380242813,Seek help from social nertworks
5,5,6,1,I would borrow money or not pay other bills so I could get the medicine.,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : borrow money or not pay other bills so get the medicine .",7.9038086,5.5488467,7.929988,6.8333693,6.2243924,11.667184,7.7609844,1.7341945,6.178796,2.7576606,"[7.90380859375, 5.54884672164917, 7.929987907409668, 6.833369255065918, 6.224392414093018, 11.667183876037598, 7.760984420776367, 1.7341945171356201, 6.17879581451416, 2.7576606273651123]",-1.4476602,-4.2971168,16,"[ 7.77586    5.3061852  7.7551303  7.179653   6.203809  11.58704
  7.5974264  1.6656325  6.371969   2.9475908]",0.5808884290863,a loan
6,6,7,1,Sell any items of value that I have to pay for it.,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : Sell any items of value that have to pay for .",9.183909,5.3797283,6.9118156,6.961236,7.2337055,10.97406,7.2349095,3.2130232,5.295902,1.5730933,"[9.18390941619873, 5.379728317260742, 6.911815643310547, 6.961236000061035, 7.233705520629883, 10.97406005859375, 7.234909534454346, 3.2130231857299805, 5.295901775360107, 1.573093295097351]",-4.1620374,-5.669111,14,"[ 9.154071   5.4256206  6.973955   6.94355    7.1907153 11.018698
  7.2236342  3.1456518  5.282345   1.6453056]",0.14517463183859006,sell something of value to buy it
7,7,8,1,find ways to make money quick or sell assets,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : find ways to make money quick or sell assets",9.1132145,5.458378,7.0683265,6.900353,7.134328,11.075573,7.215713,3.066656,5.313125,1.7349309,"[9.113214492797852, 5.458377838134766, 7.068326473236084, 6.900352954864502, 7.1343278884887695, 11.075572967529297, 7.215713024139404, 3.0666561126708984, 5.313125133514404, 1.7349308729171753]",-3.914555,-5.4900985,14,"[ 9.154071   5.4256206  6.973955   6.94355    7.1907153 11.018698
  7.2236342  3.1456518  5.282345   1.6453056]",0.1876478977527546,sell something of value to buy it
8,8,9,1,I would take out a loan to pay for the medicine while cursing republicans for blocking universal healthcare.,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : take out a loan to pay for the medicine while cursing republicans for blocking universal healthcare .",7.631264,5.2776327,7.7734356,7.040126,6.259928,11.609507,7.7995872,1.5574005,6.4426913,3.0177581,"[7.6312642097473145, 5.277632713317871, 7.773435592651367, 7.040125846862793, 6.259928226470947, 11.609506607055664, 7.799587249755859, 1.5574004650115967, 6.442691326141357, 3.0177581310272217]",-0.89494455,-4.519259,16,"[ 7.77586    5.3061852  7.7551303  7.179653   6.203809  11.58704
  7.5974264  1.6656325  6.371969   2.9475908]",0.32815923152507764,a loan
9,9,10,1,I would look for help anywhere I could. Assistance from friends and family or even a loan. Anything. ,decision,,,"Heinz’s wife has recently fallen ill and needs an expensive medication that is not covered by her medical insurance. They don’t have the money needed to purchase the expensive prescription, but they know that it’s vital for her to have it if she is going to recover.","’ s wife has recently fallen ill and needs an expensive medication that is not covered by medical insurance . don ’ t have the money needed to purchase the expensive prescription , but know that ’ s vital for to have if is going to recover . : look for help anywhere . Assistance from friends and family or even a loan . Anything .",8.823763,6.9792433,8.736337,6.0604043,5.8761225,12.036214,7.3932,2.2391698,4.9936614,0.88637704,"[8.823762893676758, 6.979243278503418, 8.736336708068848, 6.060404300689697, 5.87612247467041, 12.036213874816895, 7.393199920654297, 2.2391698360443115, 4.993661403656006, 0.8863770365715027]",-5.071488,-3.0757837,8,"[ 8.578995   6.947265   8.405146   6.0778046  5.9736266 12.287837
  7.4074993  2.0437121  5.055342   0.5326762]",0.6411416180371686,reach out of family for money
