,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
0,1876,2,2,call a cab,pg,1.0,94.6666666666667,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : call a cab",1.4116788,7.3849792,6.3523664,12.845197,6.0782356,3.5922573,8.235027,8.105463,11.301321,3.1241405,"[1.4116787910461426, 7.384979248046875, 6.3523664474487305, 12.845196723937988, 6.078235626220703, 3.592257261276245, 8.235027313232422, 8.105463027954102, 11.301321029663086, 3.124140501022339]",1.3053988,7.9828243,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",2.4542140007637787,Get it towed and walk to the Airport
1,1877,3,2,Call a cab to pick him up,pg,1.0,96.6666666666667,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Call a cab to pick up",1.4820931,7.3964806,6.303095,12.798443,6.08186,3.5122435,8.336932,8.142948,11.200208,3.116315,"[1.482093095779419, 7.396480560302734, 6.303094863891602, 12.798442840576172, 6.081860065460205, 3.5122435092926025, 8.336932182312012, 8.142948150634766, 11.200207710266113, 3.1163148880004883]",1.3060085,8.118989,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",2.434810190033657,Get it towed and walk to the Airport
2,1878,7,2,Josh can call an uber,pg,1.0,93.3333333333333,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : can call an uber",3.6641777,9.324568,5.61094,11.693125,3.966916,2.6660578,8.284833,9.160372,8.98551,2.9812977,"[3.664177656173706, 9.324567794799805, 5.610939979553223, 11.693124771118164, 3.966916084289551, 2.666057825088501, 8.284832954406738, 9.160371780395508, 8.985509872436523, 2.981297731399536]",1.5191101,12.730518,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",3.382482798883206,Get it towed and walk to the Airport
3,1879,9,2,Call an Uber,pg,1.0,100.0,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Call an Uber",3.7033207,9.394552,5.579664,11.63,3.98097,2.6857142,8.187781,9.198475,8.978455,2.9474947,"[3.7033207416534424, 9.394552230834961, 5.57966423034668, 11.630000114440918, 3.9809699058532715, 2.6857142448425293, 8.18778133392334, 9.198474884033203, 8.97845458984375, 2.9474947452545166]",1.4885317,12.764622,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",3.410328363071313,Get it towed and walk to the Airport
4,1880,10,2,Call a taxi,pg,1.0,100.0,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Call a taxi",1.3735263,7.184882,6.3940935,12.78508,6.430926,3.295825,8.564866,8.336495,11.079227,3.152317,"[1.3735263347625732, 7.184882164001465, 6.3940935134887695, 12.785079956054688, 6.4309258460998535, 3.2958250045776367, 8.564866065979004, 8.336495399475098, 11.079227447509766, 3.1523170471191406]",1.8267955,8.585787,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",2.7162983888424455,Get it towed and walk to the Airport
5,1881,20,2,call an uber or taxi,pg,1.0,96.6666666666667,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : call an uber or taxi",3.5434904,9.386852,5.59516,11.633564,4.2217665,2.6753755,8.192948,9.043841,9.104277,2.9260454,"[3.543490409851074, 9.386852264404297, 5.595160007476807, 11.633563995361328, 4.221766471862793, 2.675375461578369, 8.192948341369629, 9.043841361999512, 9.104276657104492, 2.9260454177856445]",1.2289665,12.230645,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",3.1796794845373184,Get it towed and walk to the Airport
6,1882,22,2,call an uber,pg,1.0,100.0,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : call an uber",3.6794634,9.394774,5.564642,11.632851,3.963561,2.6923335,8.18897,9.166513,8.986342,2.9393032,"[3.6794633865356445, 9.394774436950684, 5.564641952514648, 11.632850646972656, 3.9635610580444336, 2.692333459854126, 8.188969612121582, 9.166513442993164, 8.986342430114746, 2.939303159713745]",1.5152227,12.742038,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",3.4058972950192117,Get it towed and walk to the Airport
7,1883,24,2,call taxi ,pg,1.0,63.6666666666667,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : call taxi",1.3715388,7.196355,6.4201326,12.682401,6.472678,3.295378,8.543411,8.272494,11.123104,3.2171345,"[1.371538758277893, 7.196354866027832, 6.420132637023926, 12.682400703430176, 6.472678184509277, 3.2953779697418213, 8.543411254882812, 8.272494316101074, 11.123104095458984, 3.217134475708008]",1.7585738,8.585858,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",2.710641872314351,Get it towed and walk to the Airport
8,1884,29,2,Call a taxi,pg,1.0,91.3333333333333,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Call a taxi",1.3676153,7.1612134,6.3968425,12.742905,6.3084774,3.2872574,8.529316,8.374392,11.082386,3.0967948,"[1.3676153421401978, 7.161213397979736, 6.3968424797058105, 12.742904663085938, 6.308477401733398, 3.287257432937622, 8.529315948486328, 8.374391555786133, 11.082386016845703, 3.096794843673706]",1.7773768,8.473542,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",2.6566757755779,Get it towed and walk to the Airport
9,1885,34,2,Call a taxi.,pg,1.0,66.6666666666667,"Josh is on the way to the airport to catch a flight to a hunting safari in Africa. He leaves with plenty of time to make it there, but his car breaks down on the highway. Now Josh is sitting in his car near a busy intersection, and knows he needs to get to airport soon if he is going to catch his flight.","is on the way to the airport to catch a flight to a hunting safari in Africa . leaves with plenty of time to make there , but car breaks down on the highway . Now is sitting in car near a busy intersection , and knows needs to get to airport soon if is going to catch flight . : Call a taxi .",1.2559755,7.248159,6.3979797,12.788627,6.3893013,3.4715536,8.22339,8.153823,11.42923,3.1146865,"[1.2559754848480225, 7.248158931732178, 6.397979736328125, 12.788626670837402, 6.389301300048828, 3.4715535640716553, 8.223389625549316, 8.153822898864746, 11.429229736328125, 3.1146864891052246]",1.6968598,7.8506956,1,"[ 2.2876513  8.4998455  6.991658  12.358013   5.330004   3.2593637
  6.9913397  8.729418  10.484775   3.4297137]",2.678914986780146,Get it towed and walk to the Airport
