,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
0,1100,1,12,Tell them ahead if time,decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Tell ahead if time,1,"[0.6469103 3.8635316 9.0675955 5.1958413 6.209277  4.534317  4.3662972
 7.442605  6.089033  3.5931568]",-0.40456283,3.8137531,8.607304,4.7940154,6.039825,4.4291215,5.0655026,7.599018,6.4002237,3.3317876,"[-0.4045628309249878, 3.813753128051758, 8.607303619384766, 4.794015407562256, 6.039824962615967, 4.429121494293213, 5.065502643585205, 7.599018096923828, 6.400223731994629, 3.331787586212158]",1.483136260366477,2.92523,3.6654568,Go through anyhow and if gets notices leave behind .
1,1101,2,12,"I would throw the knife away, or tell them why it is in my bag so they can dispose of it.",decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,"is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : throw the knife away , or tell why is in bag so can dispose of .",0,"[1.9615684 5.26924   9.567461  6.0637727 5.588832  4.9387646 4.349617
 8.241549  4.766718  4.4072185]",0.9113989,4.705457,9.514131,5.552648,5.6826158,5.1798363,3.6942124,9.117545,4.450132,4.7223477,"[0.9113988876342773, 4.7054572105407715, 9.514130592346191, 5.552648067474365, 5.682615756988525, 5.179836273193359, 3.6942124366760254, 9.117545127868652, 4.450131893157959, 4.722347736358643]",1.7743079370898063,-3.2582934,3.985939,step out of line and stow away somewhere .
2,1102,3,12,Walk up to security and let them know,decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Walk up to security and let know,1,"[0.6469103 3.8635316 9.0675955 5.1958413 6.209277  4.534317  4.3662972
 7.442605  6.089033  3.5931568]",0.11285052,4.0451612,8.70709,4.8151584,5.887683,4.501169,5.2355895,7.8206306,6.155089,3.5531082,"[0.11285051703453064, 4.045161247253418, 8.707090377807617, 4.815158367156982, 5.887682914733887, 4.501169204711914, 5.235589504241943, 7.8206305503845215, 6.155088901519775, 3.5531082153320312]",1.265762162286778,2.076563,3.2103376,Go through anyhow and if gets notices leave behind .
3,1103,4,12,give it to security,decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : give to security,1,"[0.6469103 3.8635316 9.0675955 5.1958413 6.209277  4.534317  4.3662972
 7.442605  6.089033  3.5931568]",0.6890583,4.187617,9.554499,5.294228,5.786442,4.529243,4.191873,8.191711,4.893698,4.3240333,"[0.6890583038330078, 4.18761682510376, 9.554498672485352, 5.2942280769348145, 5.786441802978516, 4.529242992401123, 4.191873073577881, 8.19171142578125, 4.893698215484619, 4.324033260345459]",1.7569769420413426,-1.5064826,4.487491,Go through anyhow and if gets notices leave behind .
4,1104,5,12,Tell the security guy and let them search my bag and take the knife.,decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Tell the security guy and let search bag and take the knife .,1,"[0.6469103 3.8635316 9.0675955 5.1958413 6.209277  4.534317  4.3662972
 7.442605  6.089033  3.5931568]",1.3356991,4.1799784,9.348424,5.388515,5.889384,4.8595266,4.280474,7.896815,5.406289,4.023904,"[1.3356990814208984, 4.179978370666504, 9.348423957824707, 5.388514995574951, 5.889383792877197, 4.859526634216309, 4.2804741859436035, 7.896814823150635, 5.406289100646973, 4.023903846740723]",1.3281580969837563,-0.8560139,3.4172323,Go through anyhow and if gets notices leave behind .
5,1105,6,12,I would throw it out.,decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : throw out .,0,"[1.9615684 5.26924   9.567461  6.0637727 5.588832  4.9387646 4.349617
 8.241549  4.766718  4.4072185]",2.7502716,6.3983693,9.618479,6.5866995,5.484415,5.187994,4.444383,8.662349,4.4727645,4.6174407,"[2.7502715587615967, 6.398369312286377, 9.618478775024414, 6.586699485778809, 5.484415054321289, 5.187994003295898, 4.444383144378662, 8.662348747253418, 4.472764492034912, 4.617440700531006]",1.6008481669352181,-3.3736775,1.5557104,step out of line and stow away somewhere .
6,1106,7,12,Tell security I accidentally brought it and they can dispose of it.,decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : Tell security accidentally brought and can dispose of .,1,"[0.6469103 3.8635316 9.0675955 5.1958413 6.209277  4.534317  4.3662972
 7.442605  6.089033  3.5931568]",0.22753331,3.7542605,9.197382,5.065514,6.185274,4.5467997,4.034243,7.9893947,5.6626754,3.8559265,"[0.22753331065177917, 3.754260540008545, 9.197381973266602, 5.065514087677002, 6.185274124145508, 4.546799659729004, 4.034243106842041, 7.989394664764404, 5.662675380706787, 3.855926513671875]",0.9393862999634023,1.4021306,4.3616285,Go through anyhow and if gets notices leave behind .
7,1107,8,12,I would leave the security line and see if there is somewhere to mail it nearby,decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : leave the security line and see if there is somewhere to mail nearby,0,"[1.9615684 5.26924   9.567461  6.0637727 5.588832  4.9387646 4.349617
 8.241549  4.766718  4.4072185]",1.7144988,4.473277,9.815838,5.8597894,5.7221155,4.450212,4.1918945,7.4371185,5.0869217,4.257978,"[1.71449875831604, 4.4732770919799805, 9.815837860107422, 5.8597893714904785, 5.722115516662598, 4.450212001800537, 4.19189453125, 7.4371185302734375, 5.086921691894531, 4.2579779624938965]",1.360564503269537,-1.229648,3.7463496,step out of line and stow away somewhere .
8,1108,9,12,I would self-report to the TSA and turn my knife in and explain the situtation.,decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : self-report to the TSA and turn knife in and explain the situtation .,1,"[0.6469103 3.8635316 9.0675955 5.1958413 6.209277  4.534317  4.3662972
 7.442605  6.089033  3.5931568]",0.03487645,3.7043755,9.101444,5.069405,6.1665297,4.2745047,4.370064,7.613764,5.9650207,3.6079004,"[0.03487645089626312, 3.7043755054473877, 9.101444244384766, 5.0694050788879395, 6.166529655456543, 4.274504661560059, 4.370063781738281, 7.613763809204102, 5.965020656585693, 3.607900381088257]",0.7288921427086188,1.410887,4.260442,Go through anyhow and if gets notices leave behind .
9,1109,10,12,I would surrender the knife and tell them what my occupation is and my reason for travelling. ,decision,,,Carl is a chef on his way to a food festival in Chicago. He is in line to go through security at the airport when he realizes he accidentally brought a large knife in his bag.,is a chef on way to a food festival in Chicago . is in line to go through security at the airport when realizes accidentally brought a large knife in bag . : surrender the knife and tell what occupation is and reason for travelling .,1,"[0.6469103 3.8635316 9.0675955 5.1958413 6.209277  4.534317  4.3662972
 7.442605  6.089033  3.5931568]",0.21699633,3.2429438,8.597215,4.6104517,6.6300855,4.4256682,4.2669454,7.6025124,6.8074083,3.2866635,"[0.21699632704257965, 3.24294376373291, 8.597214698791504, 4.610451698303223, 6.630085468292236, 4.425668239593506, 4.2669453620910645, 7.602512359619141, 6.807408332824707, 3.28666353225708]",1.4029329212230026,2.5741448,5.037029,Go through anyhow and if gets notices leave behind .
