,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
0,800,1,9,Call 911. They may be ill,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 . may be ill,2,"[22.49158     6.473717   14.882864    2.7464957   4.950242    1.5618365
 11.261113   -0.44131097  1.9748017   3.5376253 ]",22.413591,6.4754696,14.816566,2.7463849,4.8410363,1.6116145,11.301337,-0.39169854,2.007207,3.667977,"[22.413591384887695, 6.475469589233398, 14.816566467285156, 2.746384859085083, 4.841036319732666, 1.611614465713501, 11.301337242126465, -0.39169853925704956, 2.007206916809082, 3.6679770946502686]",0.21680709778211849,27.399982,9.253132,call 911
1,801,2,9,I will call 911 and let them know of this driver.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : will call 911 and let know of this driver .,2,"[22.49158     6.473717   14.882864    2.7464957   4.950242    1.5618365
 11.261113   -0.44131097  1.9748017   3.5376253 ]",22.289986,6.5135655,14.698152,2.7984931,4.793071,1.5970424,11.185155,-0.41695145,1.981998,3.7504647,"[22.28998565673828, 6.513565540313721, 14.698151588439941, 2.7984931468963623, 4.7930707931518555, 1.597042441368103, 11.185154914855957, -0.416951447725296, 1.9819979667663574, 3.750464677810669]",0.3958634613571828,27.242409,9.387704,call 911
2,802,3,9,Call 911 and let them know.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 and let know .,2,"[22.49158     6.473717   14.882864    2.7464957   4.950242    1.5618365
 11.261113   -0.44131097  1.9748017   3.5376253 ]",22.289865,6.30556,14.533472,2.9663057,4.7436385,1.6234426,10.87957,-0.3777178,1.9936345,3.608388,"[22.289865493774414, 6.305560111999512, 14.533472061157227, 2.966305732727051, 4.743638515472412, 1.6234426498413086, 10.879570007324219, -0.3777177929878235, 1.9936344623565674, 3.6083879470825195]",0.6639412434421519,26.639505,9.336942,call 911
3,803,4,9,pull to a different road,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : pull to a different road,12,"[ 9.77512    -2.061995   10.1356325   4.9923015   4.7582316   5.274537
  0.38215327 -1.4206197   0.8804425  -0.23432279]",9.975429,-2.2405245,9.931098,5.015558,4.745079,5.442931,0.22857079,-1.3150489,1.1937388,-0.28416273,"[9.975428581237793, -2.2405245304107666, 9.931097984313965, 5.015557765960693, 4.745079040527344, 5.442931175231934, 0.22857078909873962, -1.3150489330291748, 1.1937388181686401, -0.2841627299785614]",0.5275154616368728,10.72123,-0.19298235,turn onto another street
4,804,5,9,Keep my distance and turn away from them as soon as possible.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Keep distance and turn away from as soon as possible .,9,"[ 9.461409   -2.306858    9.826463    4.5519543   5.1011868   5.1484113
  0.32306504 -1.2529428   0.57673454 -0.5899409 ]",9.448902,-2.2859912,9.650265,4.352364,5.116833,5.279058,0.3523567,-1.1347994,0.6004333,-0.37426472,"[9.448902130126953, -2.2859911918640137, 9.650264739990234, 4.3523640632629395, 5.116833209991455, 5.27905797958374, 0.3523567020893097, -1.1347993612289429, 0.6004332900047302, -0.3742647171020508]",0.3881764055797957,9.906947,0.5449041,Slow down and stay away from the car
5,805,6,9,Call 911 and stay far away from them.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 and stay far away from .,2,"[22.49158     6.473717   14.882864    2.7464957   4.950242    1.5618365
 11.261113   -0.44131097  1.9748017   3.5376253 ]",22.228514,6.213946,14.620676,2.960968,4.830585,1.5122873,10.823113,-0.44181192,1.8710661,3.4204965,"[22.228513717651367, 6.2139458656311035, 14.620676040649414, 2.960968017578125, 4.83058500289917, 1.5122872591018677, 10.823113441467285, -0.4418119192123413, 1.8710660934448242, 3.4204964637756348]",0.6960765710337042,26.694342,9.376685,call 911
6,806,7,9,Call the police and report it.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police and report .,14,"[17.062439   8.945419   9.578067   5.547763   1.2354343  2.3841023
  3.7643175 -1.5056126  5.178891   3.9046214]",17.068373,8.944514,9.610631,5.5572844,1.211987,2.412837,3.7910948,-1.47329,5.186663,3.923295,"[17.06837272644043, 8.944514274597168, 9.610630989074707, 5.557284355163574, 1.211987018585205, 2.412837028503418, 3.7910947799682617, -1.473289966583252, 5.1866631507873535, 3.923295021057129]",0.06880009626563381,15.181158,18.53826,Call the police and report .
7,807,8,9,honk at them a lot to see if they drive better,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : honk at a lot to see if drive better,3,"[9.518817  2.9059458 8.365605  2.1398938 3.5680165 4.3206906 3.8603764
 3.7504544 3.1268747 2.224337 ]",9.533309,2.8553977,8.3522415,2.1164112,3.503992,4.308876,3.7794523,3.656541,3.1685245,2.2055283,"[9.533308982849121, 2.8553977012634277, 8.352241516113281, 2.1164112091064453, 3.5039920806884766, 4.308876037597656, 3.779452323913574, 3.656541109085083, 3.1685245037078857, 2.2055282592773438]",0.15871595654473478,14.011877,-1.6852626,To honk loudly at the driver .
8,808,9,9,I would call 911 and report the licene plate number and car make/model.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911 and report the licene plate number and car make/model .,2,"[22.49158     6.473717   14.882864    2.7464957   4.950242    1.5618365
 11.261113   -0.44131097  1.9748017   3.5376253 ]",22.355528,6.384213,14.721501,2.8969665,4.885096,1.6784339,11.146218,-0.54079103,1.9097317,3.653842,"[22.355527877807617, 6.384212970733643, 14.721501350402832, 2.8969664573669434, 4.885096073150635, 1.678433895111084, 11.146218299865723, -0.5407910346984863, 1.9097317457199097, 3.653841972351074]",0.3658917209638756,16.564032,18.30675,call 911
9,809,10,9,I would slow down and call the police and tell them about the driver.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : slow down and call the police and tell about the driver .,17,"[16.63488    8.084819  10.05887    5.3830366  1.4976931  2.2142038
  3.9840488 -1.1573875  4.6845083  3.9091163]",16.708933,8.17616,10.109438,5.2667894,1.5048065,2.227121,4.151372,-1.159209,4.6279645,3.9653673,"[16.708932876586914, 8.176159858703613, 10.109437942504883, 5.266789436340332, 1.5048065185546875, 2.227121114730835, 4.151371955871582, -1.1592090129852295, 4.627964496612549, 3.965367317199707]",0.2539225782337963,15.703346,17.437304,Call the police .
