,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
0,1500,1,16,Hike back to where you started or find a signal,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : Hike back to where started or find a signal,4,"[16.534927    1.572168    8.506997    7.741373    0.87696004  5.914417
  7.723919    9.716723   -0.91452485  3.346365  ]",16.44627,1.4375064,8.712752,7.595934,0.8753349,6.009262,7.7206707,9.86194,-0.8575579,3.4303758,"[16.446269989013672, 1.4375064373016357, 8.712752342224121, 7.59593391418457, 0.8753349184989929, 6.0092620849609375, 7.720670700073242, 9.861940383911133, -0.8575578927993774, 3.430375814437866]",0.36039071178735405,16.918514,-2.1115441,"help Todd get as comfortable as possible , then begin hiking out until get a cell signal"
1,1501,2,16,"Calling 911 works, unless you have no battery, so I would keep calling until I got an answer. ",decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,"and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : Calling 911 works , unless have no battery , so keep calling until got an answer .",4,"[16.534927    1.572168    8.506997    7.741373    0.87696004  5.914417
  7.723919    9.716723   -0.91452485  3.346365  ]",16.699554,1.5755323,8.202927,7.8345866,0.8175749,5.7583437,7.562104,9.500695,-1.0500337,3.0799217,"[16.699554443359375, 1.57553231716156, 8.202926635742188, 7.8345866203308105, 0.8175749182701111, 5.758343696594238, 7.562104225158691, 9.50069522857666, -1.050033688545227, 3.0799217224121094]",0.5642280120143376,16.714682,-0.9152223,"help Todd get as comfortable as possible , then begin hiking out until get a cell signal"
2,1502,3,16,Give my shirt to Todd for shade and walk to get help.,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : Give shirt to Todd for shade and walk to get help .,2,"[16.194777    1.6334188   6.3461137   9.210854    2.1417668   5.35145
  8.317978    8.431212    0.67817515  2.0358138 ]",16.203606,1.8701032,6.4336157,9.135812,2.0094771,5.2065854,8.284979,8.518017,0.6016728,1.9998277,"[16.20360565185547, 1.8701032400131226, 6.433615684509277, 9.135811805725098, 2.009477138519287, 5.20658540725708, 8.284978866577148, 8.518016815185547, 0.6016728281974792, 1.9998277425765991]",0.35162931986562573,14.382098,1.4495575,watch for another mountain climber to help
3,1503,4,16,take my shirt off to help shield from the sun,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : take shirt off to help shield from the sun,5,"[16.151114    1.706476    6.1261954   8.583187    1.8257402   5.517234
  8.196438    9.0929985   0.40303987  2.0579538 ]",16.136782,1.8469517,6.1548896,8.768259,1.9128622,5.2886343,8.208896,8.936841,0.48227903,1.9438707,"[16.136781692504883, 1.8469517230987549, 6.1548895835876465, 8.768259048461914, 1.9128621816635132, 5.288634300231934, 8.208895683288574, 8.936841011047363, 0.4822790324687958, 1.9438706636428833]",0.3983666423736314,13.995948,1.0089782,Rig up shade to cover and Todd
4,1504,5,16,Shade Todd the best I can and quickly try to find service.,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : Shade Todd the best can and quickly try to find service .,2,"[16.194777    1.6334188   6.3461137   9.210854    2.1417668   5.35145
  8.317978    8.431212    0.67817515  2.0358138 ]",16.075575,1.7224519,5.945319,9.139255,2.2489452,5.084785,8.257184,8.595961,0.75961244,1.7584577,"[16.07557487487793, 1.72245192527771, 5.945319175720215, 9.139254570007324, 2.2489452362060547, 5.084784984588623, 8.257184028625488, 8.59596061706543, 0.7596124410629272, 1.7584576606750488]",0.6203969269148591,14.001919,2.0059602,watch for another mountain climber to help
5,1505,6,16,"I would go to find water, leaving a trail behind me to get back to him.",decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,"and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : go to find water , leaving a trail behind to get back to .",8,"[16.272085   1.1231395  6.0678873  8.132959   1.8227968  6.1306257
  8.336525   9.456076   1.1223093  2.3725138]",16.280924,1.0293015,6.025588,8.372138,1.9620383,6.0672817,8.384673,9.180215,1.4155825,2.2896783,"[16.28092384338379, 1.0293015241622925, 6.025588035583496, 8.372138023376465, 1.962038278579712, 6.067281723022461, 8.384673118591309, 9.180214881896973, 1.415582537651062, 2.2896783351898193]",0.5124141838709434,12.609793,0.8530407,try and find water to help survive
6,1506,7,16,Try to go get help or find a spot where I have service and then come back for Todd.,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : Try to go get help or find a spot where have service and then come back for Todd .,11,"[16.496992    1.6869402   7.977602    7.9922457   1.1229174   5.752119
  7.85504     9.477278   -0.58321816  2.9881635 ]",16.43791,1.7479799,7.7910256,8.1729145,1.2938299,5.82679,8.07129,9.431426,-0.3889763,3.0526452,"[16.437910079956055, 1.7479798793792725, 7.791025638580322, 8.172914505004883, 1.2938299179077148, 5.826789855957031, 8.071290016174316, 9.431426048278809, -0.3889763057231903, 3.052645206451416]",0.4474477799538287,15.745631,-1.0047294,Have Todd repeatedly try to call 911 with free hand while works on removing arm from the crevice .
7,1507,8,16,shelter him in place and leave to find help,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : shelter in place and leave to find help,7,"[16.575436   2.25826    7.6301565  9.467521   2.6249304  4.7382865
  8.900433   8.080572   1.1187265  2.4113946]",16.66728,2.3149717,7.8031406,9.426055,2.448071,4.9075446,8.94969,7.976012,0.92965466,2.528494,"[16.667280197143555, 2.314971685409546, 7.803140640258789, 9.426054954528809, 2.448071002960205, 4.9075446128845215, 8.949689865112305, 7.976012229919434, 0.9296546578407288, 2.528493881225586]",0.40748197028805505,16.635351,1.7671995,go to the car and find something to pull up
8,1508,9,16,I would work on freeing his arm.,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : work on freeing arm .,6,"[16.178576   1.6654725  6.2960844  9.685885   2.8756428  4.893061
  8.595192   8.013198   1.2863857  1.9191415]",16.087929,1.4288633,5.894752,9.611897,2.798649,5.086431,8.479124,8.118714,1.2433238,1.7865146,"[16.087928771972656, 1.428863286972046, 5.894752025604248, 9.611897468566895, 2.7986490726470947, 5.08643102645874, 8.479124069213867, 8.118714332580566, 1.243323802947998, 1.7865146398544312]",0.5640144274495134,14.014154,2.9146469,Wait for someone to stumble upon .
9,1509,10,16,I would go to get help as fast as I could. Being there with them would not help and I would have to go fast. ,decision,,,Eva and Todd are on a mountain climbing trip in Arizona. In the middle of their longest day Todd slips and gets his arm trapped in a crevice. Eva tries calling 911 but she has no service. The sun is beating down on them and Eva is worried that she might be getting dehydrated as she unsuccessfully tries to get his arm out of the rock.,and Todd are on a mountain climbing trip in Arizona . In the middle of longest day Todd slips and gets arm trapped in a crevice . tries calling 911 but has no service . The sun is beating down on and is worried that might be getting dehydrated as unsuccessfully tries to get arm out of the rock . : go to get help as fast as . Being there with not help and have to go fast .,9,"[16.360403    1.9018426   7.138401    8.743221    1.969461    5.4246764
  8.45095     8.915579    0.53420246  2.502734  ]",16.408716,1.9876709,7.3374124,8.901108,2.024643,5.30857,8.507191,8.7471695,0.5603769,2.5194783,"[16.408716201782227, 1.9876708984375, 7.337412357330322, 8.901107788085938, 2.0246429443359375, 5.30856990814209, 8.507190704345703, 8.747169494628906, 0.5603768825531006, 2.5194783210754395]",0.3510702542695068,15.199629,0.6865029,Leave on foot and try and get help .
