,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
0,800,1,9,Call 911. They may be ill,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 . may be ill,2,"[22.354927   8.866302   7.2635345 10.057948   1.0350778  3.577106
  6.5964336  5.616662   1.1309292  8.0995245]",22.394997,8.98226,7.32476,10.053927,1.0188934,3.621789,6.5156965,5.616781,1.1432866,8.169084,"[22.394996643066406, 8.982259750366211, 7.3247599601745605, 10.053927421569824, 1.0188933610916138, 3.62178897857666, 6.5156965255737305, 5.616781234741211, 1.1432865858078003, 8.169083595275879]",0.1805125174710723,35.821114,15.313748,call 911 .
1,801,2,9,I will call 911 and let them know of this driver.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : will call 911 and let know of this driver .,2,"[22.354927   8.866302   7.2635345 10.057948   1.0350778  3.577106
  6.5964336  5.616662   1.1309292  8.0995245]",22.401066,8.898624,7.3088427,9.901985,1.0169576,3.544985,6.487057,5.467938,1.1802757,7.9621058,"[22.401065826416016, 8.898624420166016, 7.308842658996582, 9.901985168457031, 1.0169576406478882, 3.544985055923462, 6.487057209014893, 5.46793794631958, 1.1802756786346436, 7.962105751037598]",0.29378896160086443,35.80867,15.153421,call 911 .
2,802,3,9,Call 911 and let them know.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 and let know .,2,"[22.354927   8.866302   7.2635345 10.057948   1.0350778  3.577106
  6.5964336  5.616662   1.1309292  8.0995245]",22.35054,8.744531,7.3236294,9.586453,0.9377837,3.4246955,6.623779,5.49059,1.2255468,7.8095145,"[22.350540161132812, 8.74453067779541, 7.323629379272461, 9.586453437805176, 0.9377837181091309, 3.4246954917907715, 6.623778820037842, 5.4905900955200195, 1.2255468368530273, 7.80951452255249]",0.6190002219411643,35.5415,14.937166,call 911 .
3,803,4,9,pull to a different road,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : pull to a different road,8,"[11.479011    7.4821043   8.497623   -3.822878   -0.9484763   1.9653432
  8.798936    8.869868   -0.64931303 10.283687  ]",11.649135,7.282854,8.50799,-4.1710033,-1.1553036,2.0358198,9.09405,8.961601,-0.9160404,10.194505,"[11.649134635925293, 7.282854080200195, 8.507989883422852, -4.171003341674805, -1.1553035974502563, 2.0358197689056396, 9.094050407409668, 8.961601257324219, -0.9160404205322266, 10.194504737854004]",0.6420985413147555,10.083515,4.3114996,turn onto another street
4,804,5,9,Keep my distance and turn away from them as soon as possible.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Keep distance and turn away from as soon as possible .,6,"[11.360695    7.721522    9.037556   -3.8237216  -0.96511084  2.1054525
  8.85375     9.006333   -0.80462676 10.777655  ]",11.328084,7.926716,9.015364,-3.9400067,-1.1237965,2.304895,8.862865,9.196884,-0.7712016,10.670063,"[11.328083992004395, 7.926715850830078, 9.015363693237305, -3.940006732940674, -1.1237964630126953, 2.3048949241638184, 8.862865447998047, 9.196884155273438, -0.7712016105651855, 10.670063018798828]",0.41379589324044874,9.972404,5.190149,Slow down and stay away from the car
5,805,6,9,Call 911 and stay far away from them.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 and stay far away from .,2,"[22.354927   8.866302   7.2635345 10.057948   1.0350778  3.577106
  6.5964336  5.616662   1.1309292  8.0995245]",22.262423,8.723445,7.282845,9.5296135,0.91855884,3.4358017,6.644961,5.5216994,1.2048478,7.873875,"[22.262422561645508, 8.723444938659668, 7.2828450202941895, 9.529613494873047, 0.9185588359832764, 3.4358017444610596, 6.644960880279541, 5.52169942855835, 1.204847812652588, 7.873875141143799]",0.6401354492691379,35.45522,14.932144,call 911 .
6,806,7,9,Call the police and report it.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police and report .,13,"[22.825174    6.3291516   5.5070734   4.999386    0.97524315 -0.17459393
  7.22069     4.5857906   2.0309749   1.7100616 ]",22.745844,6.291733,5.573949,5.028672,0.9951074,-0.058626093,7.183255,4.5565963,1.9391592,1.9734092,"[22.7458438873291, 6.2917327880859375, 5.573948860168457, 5.028672218322754, 0.9951074123382568, -0.058626092970371246, 7.183255195617676, 4.556596279144287, 1.9391591548919678, 1.9734091758728027]",0.32695930933873546,21.413343,21.100231,Call the police and report a reckless driver
7,807,8,9,honk at them a lot to see if they drive better,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : honk at a lot to see if drive better,3,"[10.217625   6.3100734  8.1904545 -2.0134482  2.0910563  3.7915263
 10.131543   6.913466   3.5001576  6.027399 ]",10.161964,6.271176,8.279381,-2.0760365,2.0793543,3.8664436,10.133942,6.866396,3.5436907,5.9635277,"[10.161964416503906, 6.271175861358643, 8.279380798339844, -2.0760364532470703, 2.0793542861938477, 3.866443634033203, 10.133941650390625, 6.866395950317383, 3.5436906814575195, 5.963527679443359]",0.17430381513075482,13.409469,-0.16695407,can honk horn
8,808,9,9,I would call 911 and report the licene plate number and car make/model.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911 and report the licene plate number and car make/model .,2,"[22.354927   8.866302   7.2635345 10.057948   1.0350778  3.577106
  6.5964336  5.616662   1.1309292  8.0995245]",22.455173,8.741439,7.327676,9.756305,1.0574491,3.3528063,6.5325117,5.5405464,1.2572781,7.817768,"[22.45517349243164, 8.741438865661621, 7.327675819396973, 9.756304740905762, 1.0574491024017334, 3.352806329727173, 6.5325117111206055, 5.540546417236328, 1.2572780847549438, 7.817768096923828]",0.5261026298129093,21.325651,20.455029,call 911 .
9,809,10,9,I would slow down and call the police and tell them about the driver.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : slow down and call the police and tell about the driver .,10,"[22.130531    6.2650127   5.4717264   4.1650925   0.66787153  0.11783528
  7.0902333   4.7800026   1.7258165   2.7369108 ]",22.132605,6.277624,5.4437013,4.214974,0.7040548,0.2109684,7.0652385,4.684695,1.6345345,2.9178832,"[22.132604598999023, 6.277624130249023, 5.443701267242432, 4.2149739265441895, 0.7040547728538513, 0.21096840500831604, 7.0652384757995605, 4.684694766998291, 1.634534478187561, 2.9178831577301025]",0.25340015089261736,19.828085,20.855495,call the police .
