,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
0,1400,1,15,Do some math and ration food,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Do some math and ration food,-2.4000573,21.587404,3.260053,8.269006,12.667318,0.3232913,2.6787324,-3.0431464,8.213074,3.8806705,"[-2.400057315826416, 21.587404251098633, 3.2600529193878174, 8.26900577545166, 12.667318344116211, 0.3232913017272949, 2.678732395172119, -3.0431463718414307, 8.21307373046875, 3.8806705474853516]",8.81578,25.68873,-1,"[-2.4105294  21.398413    3.1327066   8.402012   12.56321     0.27548963
  2.769905   -2.7803721   8.022018    3.876833  ]",,Do some math and ration food
1,1401,2,15,I pray for a miracle to happen for all of us on the ship.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : pray for a miracle to happen for all of on the ship .,-3.8738422,20.768625,3.7698882,7.3294873,13.126292,1.9000821,1.140098,-2.1183615,8.649678,-0.47375533,"[-3.873842239379883, 20.768625259399414, 3.769888162612915, 7.329487323760986, 13.12629222869873, 1.9000821113586426, 1.140097975730896, -2.118361473083496, 8.649678230285645, -0.4737553298473358]",10.193828,17.96735,-1,"[-3.9400773 20.582375   3.681353   7.343179  12.986776   1.7244117
  1.1226583 -2.1522439  8.818167  -0.388404 ]",,Do some math and ration food
2,1402,3,15,Let the crew know to start rationing food and water.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Let the crew know to start rationing food and water .,-2.5764904,21.27665,3.5239441,8.327438,12.848073,1.0216074,2.37566,-2.6397514,8.054331,2.8396554,"[-2.5764904022216797, 21.276649475097656, 3.523944139480591, 8.327438354492188, 12.84807300567627, 1.0216073989868164, 2.375659942626953, -2.639751434326172, 8.054330825805664, 2.8396553993225098]",8.33384,23.92918,-1,"[-2.6063912 21.337578   3.5135782  8.218158  12.792952   0.7752005
  2.3582692 -2.6884098  8.116338   3.16219  ]",,Do some math and ration food
3,1403,4,15,"eat less, ration, triage",decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,"is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : eat less , ration , triage",-2.463565,21.614388,3.791091,8.142468,12.890513,0.63119215,2.1879437,-2.832055,8.205676,3.6316125,"[-2.4635651111602783, 21.61438751220703, 3.791090965270996, 8.142468452453613, 12.89051342010498, 0.631192147731781, 2.187943696975708, -2.83205509185791, 8.205676078796387, 3.631612539291382]",9.181462,24.935911,-1,"[-2.7441764 21.471848   3.8376455  8.027677  12.746755   0.5944112
  1.9096599 -3.0311432  8.425255   3.7557979]",,Do some math and ration food
4,1404,5,15,Ration food and try to assign people tasks to keep them distracted and hopeful.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Ration food and try to assign people tasks to keep distracted and hopeful .,-2.9164577,21.167763,3.551575,7.935661,12.930009,1.0410712,2.102523,-2.8099113,8.407716,2.384609,"[-2.9164576530456543, 21.167762756347656, 3.551574945449829, 7.9356608390808105, 12.930008888244629, 1.0410711765289307, 2.1025230884552, -2.8099112510681152, 8.407715797424316, 2.3846089839935303]",9.117182,23.023523,-1,"[-2.7720344 21.198093   3.524655   8.050342  12.951804   1.1348985
  2.1959908 -2.8224287  8.259791   2.3755927]",,Do some math and ration food
5,1405,6,15,I would conserve food but make sure there was ample water.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : conserve food but make sure there was ample water .,-2.561495,21.388206,3.6724732,8.149786,13.035871,0.9553472,2.2009728,-3.215293,8.182681,3.237959,"[-2.561495065689087, 21.388206481933594, 3.672473192214966, 8.149785995483398, 13.035870552062988, 0.9553471803665161, 2.20097279548645, -3.2152929306030273, 8.1826810836792, 3.2379589080810547]",8.963683,23.960125,-1,"[-2.539899   21.376513    3.7032785   8.16124    13.059622    0.74750316
  2.236266   -3.401897    8.24102     3.61381   ]",,Do some math and ration food
6,1406,7,15,Set off flares.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Set off flares .,-3.697711,20.631813,3.6209488,7.374986,13.319215,1.8123147,1.248319,-2.5440378,9.039927,-0.44436675,"[-3.6977109909057617, 20.631813049316406, 3.6209487915039062, 7.374986171722412, 13.319214820861816, 1.812314748764038, 1.2483190298080444, -2.5440378189086914, 9.039926528930664, -0.4443667531013489]",9.935688,17.94525,-1,"[-3.9400773 20.582375   3.681353   7.343179  12.986776   1.7244117
  1.1226583 -2.1522439  8.818167  -0.388404 ]",,Do some math and ration food
7,1407,8,15,"I would count the food supply, secure it, and come up with a ration plan before telling everyone.",decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,"is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : count the food supply , secure , and come up with a ration plan before telling everyone .",-2.393351,21.519,3.1920397,8.303635,12.657191,0.36063612,2.7303793,-3.029894,8.171887,3.7785394,"[-2.3933510780334473, 21.518999099731445, 3.192039728164673, 8.303634643554688, 12.657191276550293, 0.3606361150741577, 2.730379343032837, -3.0298941135406494, 8.171887397766113, 3.7785394191741943]",8.665765,25.68723,-1,"[-2.4105294  21.398413    3.1327066   8.402012   12.56321     0.27548963
  2.769905   -2.7803721   8.022018    3.876833  ]",,Do some math and ration food
8,1408,9,15,I would ration supplies and explain the situation to the crew and passangers.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : ration supplies and explain the situation to the crew and passangers .,-2.7182178,21.199015,3.3906972,8.0752945,12.871684,1.0740116,2.325367,-2.7811618,8.228045,2.357997,"[-2.7182178497314453, 21.19901466369629, 3.3906972408294678, 8.075294494628906, 12.871684074401855, 1.0740115642547607, 2.325366973876953, -2.7811617851257324, 8.228045463562012, 2.357996940612793]",8.647638,23.24229,-1,"[-2.7720344 21.198093   3.524655   8.050342  12.951804   1.1348985
  2.1959908 -2.8224287  8.259791   2.3755927]",,Do some math and ration food
9,1409,10,15,Make sure that we ration the food and water to the bare minimum and keep everyone calm by reassuring them that everything will be ok.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Make sure that ration the food and water to the bare minimum and keep everyone calm by reassuring that everything will be ok .,-2.755194,21.205973,3.5421846,8.106976,13.039276,1.2323161,2.1743171,-2.8135352,8.271814,2.2428374,"[-2.7551939487457275, 21.20597267150879, 3.542184591293335, 8.106975555419922, 13.039276123046875, 1.2323161363601685, 2.1743171215057373, -2.813535213470459, 8.271814346313477, 2.242837429046631]",8.78832,22.867552,0,"[-2.7720344 21.198093   3.524655   8.050342  12.951804   1.1348985
  2.1959908 -2.8224287  8.259791   2.3755927]",,Make sure that we ration the food and water to the bare minimum and keep everyone calm by reassuring them that everything will be ok.
10,1410,11,15,Try to ration the food and keep calm.,decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : Try to ration the food and keep calm .,-2.8058264,21.219212,3.6107695,8.050939,13.119513,1.1396785,2.0458968,-2.9391093,8.380979,2.3823833,"[-2.805826425552368, 21.21921157836914, 3.610769510269165, 8.050938606262207, 13.119512557983398, 1.1396784782409668, 2.0458967685699463, -2.9391093254089355, 8.38097858428955, 2.382383346557617]",8.906803,23.027344,0,"[-2.7720344 21.198093   3.524655   8.050342  12.951804   1.1348985
  2.1959908 -2.8224287  8.259791   2.3755927]",,Make sure that we ration the food and water to the bare minimum and keep everyone calm by reassuring them that everything will be ok.
11,1411,12,15,"tell the passengers the situation, ration meals",decision,,,Ahmed is the captain of a 50-passenger cruise ship. Four days into their trip they get caught in a storm and the engine breaks under the pressure. They are now stranded at sea. A rescue boat is on its way but might not arrive for a week. Their food supplies are quickly dwindling and Ahmed isn’t sure what to instruct the passengers and crew.,"is the captain of a 50-passenger cruise ship . Four days into trip get caught in a storm and the engine breaks under the pressure . are now stranded at sea . A rescue boat is on way but might not arrive for a week . food supplies are quickly dwindling and isn ’ t sure what to instruct the passengers and crew . : tell the passengers the situation , ration meals",-2.6710694,21.180502,3.6190736,8.040692,12.916077,1.2050997,2.2368867,-2.7658212,8.148666,2.400702,"[-2.671069383621216, 21.18050193786621, 3.6190736293792725, 8.040692329406738, 12.91607666015625, 1.2050997018814087, 2.236886739730835, -2.7658212184906006, 8.148666381835938, 2.4007019996643066]",8.725196,23.129055,0,"[-2.7720344 21.198093   3.524655   8.050342  12.951804   1.1348985
  2.1959908 -2.8224287  8.259791   2.3755927]",,Make sure that we ration the food and water to the bare minimum and keep everyone calm by reassuring them that everything will be ok.
