,index,id,context,response_original,source,answer,value,scenario_text,merged_text,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,umap_dim2_0,umap_dim2_1,cluster,centroid,distance_from_centroid,cluster_name
0,2405,106,9,call cops,pg,1.0,91.3333333333333,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call cops,8.398998,25.30597,14.82696,-14.072261,-0.623877,-2.3615863,-6.2569857,-3.0681865,-0.5715913,17.289219,"[8.398998260498047, 25.30596923828125, 14.826959609985352, -14.072260856628418, -0.6238769888877869, -2.361586332321167, -6.256985664367676, -3.0681865215301514, -0.571591317653656, 17.28921890258789]",-19.838047,14.505137,7,"[  8.417564    25.317684    14.854641   -14.053123    -0.637566
  -2.3469062   -6.269509    -3.097006    -0.58229876  17.313162  ]",0.06076712452236746,call the cops
1,2406,107,9,call 911,pg,1.0,100.0,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911,16.059769,-3.6900249,7.9705677,1.744648,0.7672591,3.1593766,6.284177,1.2338729,4.2327,0.85426205,"[16.059768676757812, -3.6900248527526855, 7.97056770324707, 1.7446479797363281, 0.7672591209411621, 3.159376621246338, 6.284176826477051, 1.233872890472412, 4.232699871063232, 0.8542620539665222]",23.279715,18.000174,3,"[16.0426     -3.7224236   8.001484    1.7998381   0.80962265  3.1868975
  6.270461    1.2881908   4.265113    0.8647375 ]",0.1104406762048167,Call 911
2,2407,112,9,Call the police,pg,1.0,90.0,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police,7.2435045,27.966215,14.426128,-13.992327,0.90828454,-3.5549161,-7.4010177,-2.9133,-1.2819484,17.753138,"[7.243504524230957, 27.966215133666992, 14.426128387451172, -13.992326736450195, 0.9082845449447632, -3.5549161434173584, -7.401017665863037, -2.913300037384033, -1.281948447227478, 17.753137588500977]",-17.872519,17.718855,10,"[  7.229821   27.919563   14.486194  -13.977703    0.9255229  -3.5476418
  -7.356868   -2.9023569  -1.2721839  17.773193 ]",0.09540407935856954,Call the police
3,2408,114,9,Call 911,pg,1.0,93.3333333333333,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911,15.993611,-3.7590256,7.9746437,1.7925295,0.8096088,3.251781,6.295609,1.2428404,4.266216,0.88546944,"[15.993611335754395, -3.7590255737304688, 7.974643707275391, 1.7925294637680054, 0.8096088171005249, 3.2517809867858887, 6.295608997344971, 1.2428404092788696, 4.266215801239014, 0.8854694366455078]",23.247166,18.058645,3,"[16.0426     -3.7224236   8.001484    1.7998381   0.80962265  3.1868975
  6.270461    1.2881908   4.265113    0.8647375 ]",0.1088275931125144,Call 911
4,2409,115,9,Call the cops.,pg,1.0,100.0,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the cops .,7.9171357,26.296251,14.785846,-13.591981,0.37228385,-2.8650415,-6.6885333,-2.6743522,-1.0209783,17.41127,"[7.917135715484619, 26.29625129699707, 14.785845756530762, -13.591980934143066, 0.37228384613990784, -2.865041494369507, -6.688533306121826, -2.6743521690368652, -1.020978331565857, 17.411270141601562]",-19.597576,15.916316,14,"[  7.8491993  26.452345   14.739683  -13.688374    0.4996785  -2.9298067
  -6.7833805  -2.6809132  -1.0728014  17.505033 ]",0.2852073866981593,Call the police.
5,2410,116,9,Call the police and report the car,pg,1.0,91.0,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police and report the car,7.394601,27.331758,14.574557,-13.811383,0.9113859,-3.4044485,-7.1420717,-2.791187,-1.2046466,17.740763,"[7.394600868225098, 27.331758499145508, 14.574557304382324, -13.811383247375488, 0.9113858938217163, -3.4044485092163086, -7.142071723937988, -2.791187047958374, -1.2046465873718262, 17.74076271057129]",-18.636534,17.139229,2,"[  7.5403333   27.106674    14.617512   -13.783682     0.84598863
  -3.3015666   -7.030906    -2.758242    -1.1985779   17.666103  ]",0.329285319298345,Eamon could call the police on his cellphone to report the car.
6,2411,117,9,Call the police and report it.,pg,1.0,79.6666666666667,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police and report .,7.5937843,26.85847,14.613681,-13.69027,0.8219126,-3.2811017,-6.9342146,-2.7530906,-1.1139132,17.610687,"[7.593784332275391, 26.858470916748047, 14.613680839538574, -13.69027042388916, 0.8219125866889954, -3.281101703643799, -6.9342145919799805, -2.7530906200408936, -1.1139131784439087, 17.610687255859375]",-18.935379,16.821249,2,"[  7.5403333   27.106674    14.617512   -13.783682     0.84598863
  -3.3015666   -7.030906    -2.758242    -1.1985779   17.666103  ]",0.30629329807348077,Eamon could call the police on his cellphone to report the car.
7,2412,118,9,Call the police.,pg,1.0,93.3333333333333,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police .,7.832282,26.477978,14.756752,-13.598711,0.5105062,-2.9276402,-6.7799354,-2.6467407,-1.0717335,17.462694,"[7.832282066345215, 26.477977752685547, 14.756752014160156, -13.598711013793945, 0.5105062127113342, -2.927640199661255, -6.779935359954834, -2.646740674972534, -1.0717334747314453, 17.46269416809082]",-19.499228,16.095839,14,"[  7.8491993  26.452345   14.739683  -13.688374    0.4996785  -2.9298067
  -6.7833805  -2.6809132  -1.0728014  17.505033 ]",0.11121725864100163,Call the police.
8,2413,119,9,call the police.,pg,1.0,100.0,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call the police .,7.8684072,26.387981,14.794665,-13.595873,0.48160967,-2.9129899,-6.722677,-2.7084193,-1.0339379,17.43985,"[7.868407249450684, 26.387981414794922, 14.794665336608887, -13.59587287902832, 0.48160967230796814, -2.912989854812622, -6.722677230834961, -2.7084193229675293, -1.033937931060791, 17.439849853515625]",-19.482935,16.110704,14,"[  7.8491993  26.452345   14.739683  -13.688374    0.4996785  -2.9298067
  -6.7833805  -2.6809132  -1.0728014  17.505033 ]",0.164015414202691,Call the police.
9,2414,120,9,Call the police,pg,1.0,100.0,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police,7.1567864,27.956362,14.521152,-13.964684,0.90673816,-3.6389446,-7.371199,-2.940876,-1.2963727,17.818481,"[7.1567864418029785, 27.956361770629883, 14.521151542663574, -13.964683532714844, 0.9067381620407104, -3.638944625854492, -7.371199131011963, -2.940876007080078, -1.296372652053833, 17.8184814453125]",-17.863441,17.635128,10,"[  7.229821   27.919563   14.486194  -13.977703    0.9255229  -3.5476418
  -7.356868   -2.9023569  -1.2721839  17.773193 ]",0.1452379683949065,Call the police
