,index,id,context,response_original,source,answer,value,scenario_text,merged_text,cluster,centroid,umap_dim_0,umap_dim_1,umap_dim_2,umap_dim_3,umap_dim_4,umap_dim_5,umap_dim_6,umap_dim_7,umap_dim_8,umap_dim_9,umap_embedding_list,distance_from_centroid,umap_dim2_0,umap_dim2_1,cluster_name
0,800,1,9,Call 911. They may be ill,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 . may be ill,2,"[21.668606    6.3457975  14.151361    8.059106   -4.6731396   3.1585515
 11.145203   12.847907    3.6818452  -0.64326334]",21.723024,6.4557962,14.293227,8.073308,-4.798391,3.1990972,11.202773,12.915409,3.575389,-0.7065193,"[21.723024368286133, 6.455796241760254, 14.293227195739746, 8.073307991027832, -4.798390865325928, 3.199097156524658, 11.202773094177246, 12.915409088134766, 3.5753889083862305, -0.7065193057060242]",0.2755461085618946,32.067448,10.675906,Call 911 for help
1,801,2,9,I will call 911 and let them know of this driver.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : will call 911 and let know of this driver .,2,"[21.668606    6.3457975  14.151361    8.059106   -4.6731396   3.1585515
 11.145203   12.847907    3.6818452  -0.64326334]",21.783104,6.321936,14.182691,8.027504,-4.544767,3.261762,11.18307,13.004992,3.7633257,-0.50724375,"[21.783103942871094, 6.321936130523682, 14.182690620422363, 8.027503967285156, -4.544766902923584, 3.2617619037628174, 11.183070182800293, 13.00499153137207, 3.7633256912231445, -0.5072437524795532]",0.30666138770531415,31.961859,11.044875,Call 911 for help
2,802,3,9,Call 911 and let them know.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 and let know .,2,"[21.668606    6.3457975  14.151361    8.059106   -4.6731396   3.1585515
 11.145203   12.847907    3.6818452  -0.64326334]",21.719084,6.2110963,14.125331,7.8779387,-4.2964644,3.223717,11.023003,12.947687,4.024925,-0.22916475,"[21.719083786010742, 6.211096286773682, 14.125330924987793, 7.877938747406006, -4.296464443206787, 3.223716974258423, 11.023002624511719, 12.947687149047852, 4.024925231933594, -0.2291647493839264]",0.7172117784754062,31.702442,11.47879,Call 911 for help
3,803,4,9,pull to a different road,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : pull to a different road,0,"[12.091204  -3.1317475 10.176487   7.945712   2.8645082  6.5980487
  6.165943   9.552338  10.880663   4.485753 ]",12.031281,-3.2863317,10.377093,7.6518373,2.9911706,6.6684127,6.219875,9.9871855,10.884093,4.384223,"[12.031281471252441, -3.2863316535949707, 10.377093315124512, 7.651837348937988, 2.991170644760132, 6.668412685394287, 6.219874858856201, 9.98718547821045, 10.884093284606934, 4.384222984313965]",0.6143354753567203,10.443517,11.021822,try stopping
4,804,5,9,Keep my distance and turn away from them as soon as possible.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Keep distance and turn away from as soon as possible .,0,"[12.091204  -3.1317475 10.176487   7.945712   2.8645082  6.5980487
  6.165943   9.552338  10.880663   4.485753 ]",12.08395,-3.5748549,10.117714,8.403691,2.503218,6.7926006,5.7800593,9.800831,10.799955,4.5303364,"[12.08395004272461, -3.574854850769043, 10.117713928222656, 8.403691291809082, 2.503217935562134, 6.792600631713867, 5.780059337615967, 9.800830841064453, 10.799955368041992, 4.530336380004883]",0.8928233955676974,9.876084,10.3221,try stopping
5,805,6,9,Call 911 and stay far away from them.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call 911 and stay far away from .,2,"[21.668606    6.3457975  14.151361    8.059106   -4.6731396   3.1585515
 11.145203   12.847907    3.6818452  -0.64326334]",21.75829,6.2175407,14.140556,7.8606076,-4.4326406,3.215852,10.918152,12.966992,3.9411757,-0.31092575,"[21.758289337158203, 6.217540740966797, 14.140556335449219, 7.860607624053955, -4.432640552520752, 3.2158520221710205, 10.91815185546875, 12.966992378234863, 3.941175699234009, -0.31092575192451477]",0.6070982923916187,31.655489,11.40956,Call 911 for help
6,806,7,9,Call the police and report it.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : Call the police and report .,1,"[14.5828905  5.8776813 12.152576   1.5017943  4.0466437  3.6708724
 14.059557  10.491472   7.2913766  9.288746 ]",14.976139,6.039887,12.387294,1.713366,4.13257,3.561544,14.124417,10.700376,7.373377,8.900414,"[14.976139068603516, 6.039886951446533, 12.387293815612793, 1.7133660316467285, 4.132569789886475, 3.5615439414978027, 14.124417304992676, 10.7003755569458, 7.373376846313477, 8.90041446685791]",0.7109984089983267,26.222958,24.163553,follow behind the vehicle at a safe distance and get the license number and call the police and follow the car until got there .
7,807,8,9,honk at them a lot to see if they drive better,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : honk at a lot to see if drive better,3,"[10.567055   2.688851   8.279484   5.2908797  2.96793    5.280437
  7.794829   5.075862   9.026211   6.2009   ]",10.425684,3.037755,8.204973,4.995966,2.7827628,5.2476454,8.13457,4.625476,8.7823715,6.5681977,"[10.425683975219727, 3.037755012512207, 8.204973220825195, 4.995965957641602, 2.7827627658843994, 5.247645378112793, 8.134570121765137, 4.625475883483887, 8.782371520996094, 6.568197727203369]",0.8844459555767525,4.186787,9.2037945,Beep and flash lights to attempt to get the other driver 's attention
8,808,9,9,I would call 911 and report the licene plate number and car make/model.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : call 911 and report the licene plate number and car make/model .,2,"[21.668606    6.3457975  14.151361    8.059106   -4.6731396   3.1585515
 11.145203   12.847907    3.6818452  -0.64326334]",21.65197,6.269919,14.165658,8.014153,-4.453622,3.1591296,11.139402,12.927348,3.8856773,-0.4230634,"[21.65196990966797, 6.269918918609619, 14.165657997131348, 8.014152526855469, -4.453621864318848, 3.1591296195983887, 11.139402389526367, 12.927348136901855, 3.8856773376464844, -0.42306339740753174]",0.39093216408745696,31.82744,11.386344,Call 911 for help
9,809,10,9,I would slow down and call the police and tell them about the driver.,decision,,,Eamon is driving home on a two-lane road and thinks the driver ahead of him is intoxicated. The car has been slowly drifting between the two lanes and is currently driving in the middle of road.,is driving home on a two-lane road and thinks the driver ahead of is intoxicated . The car has been slowly drifting between the two lanes and is currently driving in the middle of road . : slow down and call the police and tell about the driver .,1,"[14.5828905  5.8776813 12.152576   1.5017943  4.0466437  3.6708724
 14.059557  10.491472   7.2913766  9.288746 ]",14.946246,5.197611,12.275314,2.043499,3.755981,3.759846,13.037569,10.57788,8.000986,8.307619,"[14.946246147155762, 5.197610855102539, 12.275314331054688, 2.043498992919922, 3.755980968475342, 3.7598459720611572, 13.037569046020508, 10.577879905700684, 8.000986099243164, 8.307619094848633]",1.8744369090064805,24.56069,24.503513,follow behind the vehicle at a safe distance and get the license number and call the police and follow the car until got there .
